"Year","Sp1Cover","Sp2Cover","Sp3Cover","Sp4Cover","Sp5Cover","Sp6Cover","Sp7Cover","Sp8Cover","Sp9Cover","Sp10Cover","Sp11Cover","Sp12Cover","MacroalgaeCover","TurfCover","CCACover","AMACover","ACACover","HalimedaCover","CoverSand","Event","CommunityNumber","tick","run","random_seed"
0.0,7.738888888888888,8.494444444444445,7.542222222222223,7.551111111111111,7.521111111111112,12.727777777777776,7.858888888888889,7.774444444444445,10.24,0.0,0.0,0.0,7.685555555555555,7.613333333333333,7.252222222222223,0.0,0.0,0.0,0.0,"initial_count",50,1.0,1,1792945070
0.25,7.5777777777777775,8.55111111111111,7.316666666666667,8.665555555555555,7.62,9.542222222222223,7.967777777777778,2.4433333333333334,10.405555555555555,0.0,0.0,0.0,1.7055555555555557,1.228888888888889,5.378888888888889,0.0,0.0,0.0,0.0,"end_season",50,5.0,1,1792945070
0.5,7.478888888888889,8.688888888888888,7.325555555555556,10.38,7.851111111111112,6.011111111111111,8.085555555555555,2.781111111111111,10.651111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"end_season",50,9.0,1,1792945070
0.75,16.284444444444446,13.71,10.783333333333333,14.535555555555554,10.245555555555555,13.351111111111111,8.511111111111111,0.0,11.003333333333334,0.0,0.0,0.0,0.11222222222222221,0.11888888888888889,0.10444444444444444,0.0,0.0,0.0,0.0,"end_season",50,13.0,1,1792945070
1.0,11.018888888888888,9.952222222222222,21.983333333333334,15.158888888888889,9.912222222222223,5.038888888888889,8.645555555555555,0.0,11.205555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"end_season",50,17.0,1,1792945070
1.25,7.111111111111111,8.084444444444443,30.240000000000002,11.893333333333334,7.895555555555555,2.9633333333333334,8.42,0.0,11.223333333333334,0.0,0.0,0.0,0.8766666666666667,0.8677777777777778,0.8166666666666665,0.0,0.0,0.0,0.0,"end_season",50,21.0,1,1792945070
1.5,6.786666666666667,7.84,32.92,11.01,7.831111111111111,2.81,8.336666666666668,0.0,11.164444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"end_season",50,25.0,1,1792945070
1.75,10.345555555555555,9.717777777777778,33.64333333333333,12.056666666666667,8.168888888888889,3.457777777777778,8.435555555555556,0.0,11.227777777777778,0.0,0.0,0.0,0.1522222222222222,0.1388888888888889,0.1288888888888889,0.0,0.0,0.0,0.0,"end_season",50,29.0,1,1792945070
2.0,6.891111111111112,7.4688888888888885,37.32,11.397777777777778,7.458888888888889,3.033333333333333,8.438888888888888,0.0,11.405555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"end_season",50,33.0,1,1792945070
2.25,6.0311111111111115,6.824444444444444,38.81444444444445,11.013333333333334,7.112222222222223,2.095555555555556,8.467777777777778,0.0,11.571111111111112,0.0,0.0,0.0,0.41888888888888887,0.32666666666666666,0.3433333333333333,0.0,0.0,0.0,0.0,"end_season",50,37.0,1,1792945070
2.5,5.863333333333333,6.585555555555556,40.766666666666666,10.714444444444444,7.087777777777777,2.033333333333333,8.468888888888888,0.0,11.75888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"end_season",50,41.0,1,1792945070
