"tick","run","random_seed","year","cover sp1","cover sp2","cover sp3","cover sp4","cover sp5","cover sp6","cover sp7","cover sp8","cover sp9","cover sp10","cover sp11","cover sp12","cover MA","cover Turf","cover CCA","cover AMA","cover ACA","cover Halimeda","cover sand","community number"
1.0,1,287690418,0.0,3.8125,2.2225,7.539999999999999,2.67,2.76,0.775,0.62,4.6875,0.0,0.0,0.0,0.0,0.73,47.25,11.9425,6.5675,0.835,0.0,2.565,1.0
5.0,1,287690418,0.3333333333333333,3.82,2.1225,7.5775,2.7175000000000002,0.4925,0.7675000000000001,0.795,4.74,0.0,0.0,0.0,0.0,1.5675000000000001,45.1025,9.0325,6.7675,1.225,0.0,0.0,1.0
9.0,1,287690418,0.6666666666666666,4.4975000000000005,1.9275,7.720000000000001,2.6725,0.8375,1.6549999999999998,1.4075,4.71,0.0,0.0,0.0,0.0,1.5725,47.8425,5.3875,7.2375,0.9950000000000001,0.0,0.0,1.0
13.0,1,287690418,1.0,4.385,1.6175,7.1925,2.4275,0.9525,2.39,2.35,4.455,0.0,0.0,0.0,0.0,1.8950000000000002,49.067499999999995,3.1274999999999995,8.0175,0.91,0.0,2.15,1.0
17.0,1,287690418,1.3333333333333333,3.52,1.3575,6.1850000000000005,2.0125,0.7875,2.46,3.2925000000000004,3.975,0.0,0.0,0.0,0.0,2.6275,48.665000000000006,2.02,8.8175,1.23,0.0,2.15,1.0
21.0,1,287690418,1.6666666666666665,2.895,1.0225,4.825,1.3825,0.6675,2.7375,4.0925,3.385,0.0,0.0,0.0,0.0,3.4825000000000004,50.627500000000005,1.015,9.785,1.22,0.0,2.145,1.0
25.0,1,287690418,1.9999999999999998,1.6225,0.5125000000000001,3.2525,0.605,0.73,2.4975,4.17,2.6275,0.0,0.0,0.0,0.0,4.53,53.02,0.5375,11.360000000000001,1.2775,0.0,2.1675,1.0
29.0,1,287690418,2.333333333333333,1.4175,0.45999999999999996,3.0974999999999997,0.6224999999999999,1.51,5.4775,6.075,2.5125,0.0,0.0,0.0,0.0,1.8875,13.59,0.4,6.959999999999999,0.42,0.0,2.1350000000000002,1.0
33.0,1,287690418,2.6666666666666665,1.7049999999999998,0.39249999999999996,3.2649999999999997,0.6224999999999999,2.71,9.49,8.655,2.4924999999999997,0.0,0.0,0.0,0.0,1.4200000000000002,11.7975,0.42,6.88,0.385,0.0,2.1575,1.0
37.0,1,287690418,3.0,1.7049999999999998,0.33999999999999997,3.15,0.58,2.76,14.387500000000001,10.055,2.6,0.0,0.0,0.0,0.0,1.47,10.245,0.48250000000000004,7.3475,0.4275,0.0,1.6424999999999998,1.0
41.0,1,287690418,3.3333333333333335,1.0825,0.16,1.965,0.305,2.2525,10.56,8.3075,2.06,0.0,0.0,0.0,0.0,3.685,35.9975,0.84,17.62,0.8750000000000001,0.0,1.6775000000000002,1.0
45.0,1,287690418,3.666666666666667,0.44999999999999996,0.0625,0.8999999999999999,0.055,2.2950000000000004,8.1325,5.535,1.53,0.0,0.0,0.0,0.0,5.81,38.86,0.585,19.5825,0.935,0.0,1.6775000000000002,1.0
49.0,1,287690418,4.0,0.2525,0.0,0.265,0.0,1.1975,5.825,3.6525000000000003,1.0,0.0,0.0,0.0,0.0,6.807499999999999,42.3525,0.5975,20.5825,0.9900000000000001,0.0,0.675,1.0
53.0,1,287690418,4.333333333333333,0.19499999999999998,0.0,0.19499999999999998,0.0,1.395,6.3275,3.205,0.7000000000000001,0.0,0.0,0.0,0.0,5.3025,29.367500000000003,0.4875,18.4025,0.89,0.0,0.7025,1.0
57.0,1,287690418,4.666666666666666,0.11249999999999999,0.0,0.1275,0.0,1.41,9.8575,4.17,0.46499999999999997,0.0,0.0,0.0,0.0,4.205,30.177500000000002,0.5275,18.38,0.915,0.0,0.705,1.0
61.0,1,287690418,4.999999999999999,0.08,0.0,0.065,0.0,1.55,12.264999999999999,5.0725,0.395,0.0,0.0,0.0,0.0,4.285,29.2,0.7825000000000001,18.279999999999998,1.1375,0.0,0.645,1.0
64.0,1,287690418,5.333333333333332,0.0525,0.0,0.0675,0.0,2.0725000000000002,16.11,6.7425,0.4175,0.0,0.0,0.0,0.0,3.0775,18.3675,0.7374999999999999,15.3525,0.97,0.0,0.705,1.0
