"Year","Sp1Cover","Sp2Cover","Sp3Cover","Sp4Cover","Sp5Cover","Sp6Cover","Sp7Cover","Sp8Cover","Sp9Cover","Sp10Cover","Sp11Cover","Sp12Cover","MacroalgaeCover","TurfCover","CCACover","AMACover","ACACover","HalimedaCover","CoverSand","Event","CommunityNumber","tick","run","random_seed"
4.25,0.0075,0.0,0.745,3.2649999999999997,1.76,13.3425,9.1375,0.3175,0.0,0.0,0.0,0.0,3.6350000000000002,10.955,2.2525,21.9925,1.0975000000000001,0.0,0.695,"end_season",1,69.0,1,1793528961
4.5,0.0075,0.0,0.77,3.1225,1.805,17.455000000000002,11.44,0.31,0.0,0.0,0.0,0.0,3.0875,11.057500000000001,1.3,21.515,0.475,0.0,16.6825,"end_season",1,73.0,1,1793528961
4.75,0.005,0.0,0.7725,3.0949999999999998,0.5475,5.4399999999999995,11.469999999999999,0.33,0.0,0.0,0.0,0.0,3.855,16.77,1.7399999999999998,24.16,1.04,0.0,18.4725,"end_season",1,77.0,1,1793528961
5.0,0.005,0.0,0.615,2.715,0.505,3.8175,10.235,0.26749999999999996,0.0,0.0,0.0,0.0,4.4725,21.9175,2.305,21.735,1.8624999999999998,0.0,11.512500000000001,"end_season",1,81.0,1,1793528961
5.25,0.0025,0.0,0.5499999999999999,2.6475,1.0125,7.3075,15.784999999999998,0.2625,0.0,0.0,0.0,0.0,1.9924999999999997,6.2524999999999995,1.82,12.305000000000001,0.8250000000000001,0.0,11.5625,"end_season",1,85.0,1,1793528961
5.5,0.0,0.0,0.5175,2.6075,1.7975,11.89,22.592499999999998,0.375,0.0,0.0,0.0,0.0,1.73,5.11,1.7975,11.2125,0.7224999999999999,0.0,8.497499999999999,"end_season",1,89.0,1,1793528961
5.75,0.0,0.0,0.5175,2.625,3.2625,13.1625,28.999999999999996,0.5625,0.0,0.0,0.0,0.0,1.8624999999999998,3.9625,1.6225,10.7075,0.6675,0.0,8.51,"end_season",1,93.0,1,1793528961
6.0,0.0,0.0,0.40499999999999997,2.4924999999999997,3.075,12.805,31.3975,0.645,0.0,0.0,0.0,0.0,1.5575,3.3525,1.3125,9.797500000000001,0.5475,0.0,14.8925,"end_season",1,97.0,1,1793528961
6.25,0.0,0.0,0.2925,2.2175000000000002,2.8850000000000002,9.775,32.905,0.7325,0.0,0.0,0.0,0.0,1.865,5.55,1.34,11.9975,0.7100000000000001,0.0,14.899999999999999,"end_season",1,101.0,1,1793528961
6.5,0.0,0.0,0.20249999999999999,2.1575,2.6599999999999997,8.09,34.9575,0.7675000000000001,0.0,0.0,0.0,0.0,2.1025,6.4575,1.46,13.192499999999999,1.06,0.0,10.612499999999999,"end_season",1,105.0,1,1793528961
6.75,0.0,0.005,0.11499999999999999,2.085,2.8725,6.2175,30.659999999999997,0.7849999999999999,0.0,0.0,0.0,0.0,3.085,11.1625,1.6,17.24,1.2874999999999999,0.0,10.620000000000001,"end_season",1,109.0,1,1793528961
7.0,0.0,0.005,0.06,1.9349999999999998,2.365,4.590000000000001,26.3625,0.585,0.0,0.0,0.0,0.0,3.35,13.3575,1.5675000000000001,19.56,1.2525,0.0,9.8125,"end_season",1,113.0,1,1793528961
7.25,0.0,0.0025,0.025,1.69,2.1375,4.63,22.715,0.44,0.0,0.0,0.0,0.0,3.9025,17.022499999999997,1.3975,22.067500000000003,1.4475,0.0,9.87,"end_season",1,117.0,1,1793528961
7.5,0.0,0.0,0.02,1.3925,2.5825,3.4525,22.85,0.3575,0.0,0.0,0.0,0.0,3.995,18.017500000000002,1.1475000000000002,23.200000000000003,1.3925,0.0,12.395,"end_season",1,121.0,1,1793528961
7.75,0.0,0.0,0.0025,0.057499999999999996,1.27,2.6325000000000003,19.1975,0.0025,0.0,0.017499999999999998,0.0,0.0,3.92,17.8925,1.425,22.232499999999998,1.9,0.0,12.375,"end_season",1,125.0,1,1793528961
8.0,0.0,0.0,0.0,0.057499999999999996,0.4075,1.4975,14.7,0.0,0.0,0.005,0.0,0.0,3.6775,17.669999999999998,1.5174999999999998,21.83,1.6925,0.0,14.940000000000001,"end_season",1,129.0,1,1793528961
8.25,0.0,0.0,0.0,0.0225,0.3725,1.7274999999999998,14.719999999999999,0.0725,0.0,0.0025,0.0,0.0,4.1325,18.395,1.7325,23.5975,1.8599999999999999,0.0,14.954999999999998,"end_season",1,133.0,1,1793528961
8.5,0.0,0.0,0.0,0.005,0.49,2.3775,18.27,0.057499999999999996,0.0,0.0,0.0,0.0,4.0125,18.595,1.5675000000000001,23.77,1.8350000000000002,0.0,17.4675,"end_season",1,137.0,1,1793528961
8.75,0.0,0.0,0.0,0.0025,0.5499999999999999,2.8575,21.4025,0.045,0.0,0.0,0.0,0.0,4.05,17.455000000000002,1.775,22.0275,2.1325,0.0,17.4725,"end_season",1,141.0,1,1793528961
9.0,0.0,0.0,0.0,0.0,0.795,2.62,18.6875,0.03,0.0,0.0,0.0,0.0,4.5375,18.709999999999997,1.7475,21.2325,2.465,0.0,17.48,"end_season",1,145.0,1,1793528961
