"Year","Sp1Cover","Sp2Cover","Sp3Cover","Sp4Cover","Sp5Cover","Sp6Cover","Sp7Cover","Sp8Cover","Sp9Cover","Sp10Cover","Sp11Cover","Sp12Cover","MacroalgaeCover","TurfCover","CCACover","AMACover","ACACover","HalimedaCover","CoverSand","Event","CommunityNumber","tick","run","random_seed"
0.0,3.06,2.15,7.7,4.0425,2.2025,0.75,0.47250000000000003,3.1125,0.0,0.0,0.0,0.0,0.40249999999999997,47.010000000000005,11.98,6.4174999999999995,0.695,0.0,2.605,"initial_count",1,1.0,1,1793528961
0.25,3.0825,2.0475,7.739999999999999,4.045,0.5625,0.795,0.545,3.145,0.0,0.0,0.0,0.0,1.1875,38.37,10.91,7.090000000000001,0.9125,0.0,0.0,"end_season",1,5.0,1,1793528961
0.5,4.1625000000000005,1.9324999999999999,8.3025,4.045,1.4675,3.1574999999999998,1.5650000000000002,3.1399999999999997,0.0,0.0,0.0,0.0,1.4324999999999999,38.33,8.0925,7.117500000000001,0.8125,0.0,1.6775000000000002,"end_season",1,9.0,1,1793528961
0.75,1.5,1.2825,3.2849999999999997,4.2975,2.3725,5.2825,2.875,3.215,0.0,0.0,0.0,0.0,1.6525,38.41,5.447500000000001,7.22,0.975,0.0,1.6875,"end_season",1,13.0,1,1793528961
1.0,0.7875,0.98,2.32,0.2225,2.535,5.220000000000001,2.8925,3.245,0.0,0.0,0.0,0.0,2.4475000000000002,37.845,3.7824999999999998,8.647499999999999,1.26,0.0,2.15,"end_season",1,17.0,1,1793528961
1.25,2.2275,1.1775,5.715,0.0925,2.9875,5.88,3.6374999999999997,3.2024999999999997,0.0,0.0,0.0,0.0,2.785,36.945,2.535,9.985,1.3375,0.0,2.1399999999999997,"end_season",1,21.0,1,1793528961
1.5,2.2975,0.8750000000000001,5.1,3.8575,3.5675,6.775,4.175,2.9850000000000003,0.0,0.0,0.0,0.0,3.2875,37.745,1.7075,11.1475,1.3325,0.0,2.6374999999999997,"end_season",1,25.0,1,1793528961
1.75,1.9949999999999999,0.385,3.4099999999999997,3.7975000000000003,3.1274999999999995,6.17,3.0700000000000003,0.2375,0.0,0.0,0.0,0.0,3.7150000000000003,39.045,1.1475000000000002,12.4125,1.465,0.0,2.6,"end_season",1,29.0,1,1793528961
2.0,0.31,0.18,2.6825,3.595,2.9499999999999997,5.137499999999999,2.215,0.0925,0.0,0.0,0.0,0.0,4.4875,39.752500000000005,1.1025,14.6425,1.54,0.0,1.7975,"end_season",1,33.0,1,1793528961
2.25,0.185,0.20500000000000002,2.8025,3.6275000000000004,6.18,12.575,4.2250000000000005,2.46,0.0,0.0,0.0,0.0,0.2225,0.6174999999999999,0.835,1.6025,0.09749999999999999,0.0,1.83,"end_season",1,37.0,1,1793528961
2.5,1.625,0.23249999999999998,3.17,3.6475,9.385,20.580000000000002,6.2025,2.7625,0.0,0.0,0.0,0.0,0.2375,0.4225,0.7025,0.975,0.14250000000000002,0.0,1.1900000000000002,"end_season",1,41.0,1,1793528961
2.75,0.4925,0.0675,0.365,3.875,6.132499999999999,10.975,4.315,0.36250000000000004,0.0,0.0,0.0,0.0,7.049999999999999,14.565,5.035,18.072499999999998,4.675,0.0,1.2625000000000002,"end_season",1,45.0,1,1793528961
3.0,0.155,0.0525,0.1275,3.53,1.5125,1.7975,1.9800000000000002,0.0775,0.0,0.0,0.0,0.0,9.09,23.925,4.3775,23.73,3.805,0.0,1.725,"end_season",1,49.0,1,1793528961
3.25,0.06,0.0225,1.0225,3.1774999999999998,1.2075,2.395,1.9949999999999999,0.0775,0.0,0.0,0.0,0.0,8.352500000000001,21.5625,3.5875,25.305,2.9225000000000003,0.0,1.695,"end_season",1,53.0,1,1793528961
3.5,0.0125,0.0,0.83,2.97,1.1424999999999998,2.7025,1.5675000000000001,0.10250000000000001,0.0,0.0,0.0,0.0,8.1,23.0025,2.9250000000000003,27.0175,2.6175,0.0,2.16,"end_season",1,57.0,1,1793528961
3.75,0.017499999999999998,0.0,0.91,3.4975,0.7374999999999999,7.715,3.7025,0.21,0.0,0.0,0.0,0.0025,2.77,6.21,2.325,15.024999999999999,0.9125,0.0,2.145,"end_season",1,61.0,1,1793528961
4.0,0.01,0.0,0.89,3.61,1.2475,12.09,7.249999999999999,0.255,0.0,0.0,0.0,0.0025,2.39,5.6325,2.2275,14.207500000000001,0.795,0.0,0.6775,"end_season",1,65.0,1,1793528961
