"species1","species2","prob.species1.wins"
"Astreopora_cucullata","Dipsastraea_lizardensis",0.0337
"Astreopora_cucullata","Dipsastraea_truncata",0.0243
"Astreopora_cucullata","Goniastrea_pectinata",0.0237
"Astreopora_cucullata","Leptoria_phrygia",0.1418
"Astreopora_cucullata","Micromussa_lordhowensis",0.0384
"Astreopora_cucullata","Mycetophyllia_danaana",0.0064
"Astreopora_cucullata","Porites_australiensis",0.3397
"Astreopora_cucullata","Turbinaria_radicalis",0.2234
"Dipsastraea_lizardensis","Dipsastraea_truncata",0.2231
"Dipsastraea_lizardensis","Goniastrea_pectinata",0.2188
"Dipsastraea_lizardensis","Leptoria_phrygia",0.6557
"Dipsastraea_lizardensis","Micromussa_lordhowensis",0.3155
"Dipsastraea_lizardensis","Mycetophyllia_danaana",0.0688
"Dipsastraea_lizardensis","Porites_australiensis",0.8557
"Dipsastraea_lizardensis","Turbinaria_radicalis",0.7683
"Dipsastraea_truncata","Goniastrea_pectinata",0.2815
"Dipsastraea_truncata","Leptoria_phrygia",0.7271
"Dipsastraea_truncata","Micromussa_lordhowensis",0.392
"Dipsastraea_truncata","Mycetophyllia_danaana",0.0937
"Dipsastraea_truncata","Porites_australiensis",0.8924
"Dipsastraea_truncata","Turbinaria_radicalis",0.8227
"Goniastrea_pectinata","Leptoria_phrygia",0.7322
"Goniastrea_pectinata","Micromussa_lordhowensis",0.3981
"Goniastrea_pectinata","Mycetophyllia_danaana",0.0959
"Goniastrea_pectinata","Porites_australiensis",0.8948
"Goniastrea_pectinata","Turbinaria_radicalis",0.8263
"Leptoria_phrygia","Micromussa_lordhowensis",0.0886
"Leptoria_phrygia","Mycetophyllia_danaana",0.0153
"Leptoria_phrygia","Porites_australiensis",0.5557
"Leptoria_phrygia","Turbinaria_radicalis",0.4116
"Micromussa_lordhowensis","Mycetophyllia_danaana",0.0605
"Micromussa_lordhowensis","Porites_australiensis",0.8379
"Micromussa_lordhowensis","Turbinaria_radicalis",0.743
"Mycetophyllia_danaana","Porites_australiensis",0.9699
"Mycetophyllia_danaana","Turbinaria_radicalis",0.9475
"Porites_australiensis","Turbinaria_radicalis",0.1835
