"species1","species2","prob.species1.wins"
"Galaxea_acrhelia","Galaxea_horrescens",0.4552
"Galaxea_acrhelia","Isopora_togianensis",0.3919
"Galaxea_acrhelia","Pocillopora_ankeli",0.6268
"Galaxea_acrhelia","Pocillopora_damicornis",0.861
"Galaxea_acrhelia","Porites_divaricata",0.4722
"Galaxea_acrhelia","Porites_furcata",0.3051
"Galaxea_acrhelia","Porites_nigrescens",0.8373
"Galaxea_acrhelia","Stylophora_pistillata",0.7727
"Galaxea_horrescens","Isopora_togianensis",0.2366
"Galaxea_horrescens","Pocillopora_ankeli",0.4468
"Galaxea_horrescens","Pocillopora_damicornis",0.7487
"Galaxea_horrescens","Porites_divaricata",0.3008
"Galaxea_horrescens","Porites_furcata",0.1743
"Galaxea_horrescens","Porites_nigrescens",0.7122
"Galaxea_horrescens","Stylophora_pistillata",0.6204
"Isopora_togianensis","Pocillopora_ankeli",0.5115
"Isopora_togianensis","Pocillopora_damicornis",0.7943
"Isopora_togianensis","Porites_divaricata",0.358
"Isopora_togianensis","Porites_furcata",0.2149
"Isopora_togianensis","Porites_nigrescens",0.7624
"Isopora_togianensis","Stylophora_pistillata",0.6794
"Pocillopora_ankeli","Pocillopora_damicornis",0.5972
"Pocillopora_ankeli","Porites_divaricata",0.1763
"Pocillopora_ankeli","Porites_furcata",0.095
"Pocillopora_ankeli","Porites_nigrescens",0.5519
"Pocillopora_ankeli","Stylophora_pistillata",0.4485
"Pocillopora_damicornis","Porites_divaricata",0.0548
"Pocillopora_damicornis","Porites_furcata",0.0277
"Pocillopora_damicornis","Porites_nigrescens",0.2503
"Pocillopora_damicornis","Stylophora_pistillata",0.1806
"Porites_divaricata","Porites_furcata",0.1647
"Porites_divaricata","Porites_nigrescens",0.6981
"Porites_divaricata","Stylophora_pistillata",0.6042
"Porites_furcata","Porites_nigrescens",0.8249
"Porites_furcata","Stylophora_pistillata",0.7568
"Porites_nigrescens","Stylophora_pistillata",0.2097
