"species1","species2","prob.species1.wins"
"Euphyllia_paradivisa","Favia_fragum",0.7626
"Euphyllia_paradivisa","Goniopora_stokesi",0.9702
"Euphyllia_paradivisa","Hydnophora_pilosa",0.9093
"Euphyllia_paradivisa","Montipora_capricornis",0.9949
"Euphyllia_paradivisa","Porites_pukoensis",0.8788
"Euphyllia_paradivisa","Simplastrea_vesicularis",0.9189
"Euphyllia_paradivisa","Stephanocoenia_intersepta",0.8867
"Favia_fragum","Goniopora_stokesi",0.8027
"Favia_fragum","Hydnophora_pilosa",0.5564
"Favia_fragum","Montipora_capricornis",0.9609
"Favia_fragum","Porites_pukoensis",0.4757
"Favia_fragum","Simplastrea_vesicularis",0.5863
"Favia_fragum","Stephanocoenia_intersepta",0.4946
"Goniopora_stokesi","Hydnophora_pilosa",0.1102
"Goniopora_stokesi","Montipora_capricornis",0.7085
"Goniopora_stokesi","Porites_pukoensis",0.0822
"Goniopora_stokesi","Simplastrea_vesicularis",0.1228
"Goniopora_stokesi","Stephanocoenia_intersepta",0.0881
"Hydnophora_pilosa","Montipora_capricornis",0.8874
"Hydnophora_pilosa","Porites_pukoensis",0.2252
"Hydnophora_pilosa","Simplastrea_vesicularis",0.3123
"Hydnophora_pilosa","Stephanocoenia_intersepta",0.2387
"Montipora_capricornis","Porites_pukoensis",0.0146
"Montipora_capricornis","Simplastrea_vesicularis",0.0226
"Montipora_capricornis","Stephanocoenia_intersepta",0.0157
"Porites_pukoensis","Simplastrea_vesicularis",0.3856
"Porites_pukoensis","Stephanocoenia_intersepta",0.3024
"Simplastrea_vesicularis","Stephanocoenia_intersepta",0.2172
