"species1","species2","prob.species1.wins"
"Caulastraea_furcata","Coelastrea_aspera",0.5586
"Caulastraea_furcata","Diploastrea_heliopora",0.6084
"Caulastraea_furcata","Eusmilia_fastigiata",0.0515
"Caulastraea_furcata","Lobophyllia_diminuta",0.1223
"Caulastraea_furcata","Lobophyllia_robusta",0.0618
"Caulastraea_furcata","Pavona_varians",0.5471
"Caulastraea_furcata","Pavona_venosa",0.4785
"Coelastrea_aspera","Diploastrea_heliopora",0.3303
"Coelastrea_aspera","Eusmilia_fastigiata",0.017
"Coelastrea_aspera","Lobophyllia_diminuta",0.0424
"Coelastrea_aspera","Lobophyllia_robusta",0.0205
"Coelastrea_aspera","Pavona_varians",0.2772
"Coelastrea_aspera","Pavona_venosa",0.2256
"Diploastrea_heliopora","Eusmilia_fastigiata",0.0139
"Diploastrea_heliopora","Lobophyllia_diminuta",0.0348
"Diploastrea_heliopora","Lobophyllia_robusta",0.0168
"Diploastrea_heliopora","Pavona_varians",0.2381
"Diploastrea_heliopora","Pavona_venosa",0.1918
"Eusmilia_fastigiata","Lobophyllia_diminuta",0.5074
"Eusmilia_fastigiata","Lobophyllia_robusta",0.3276
"Eusmilia_fastigiata","Pavona_varians",0.8993
"Eusmilia_fastigiata","Pavona_venosa",0.8715
"Lobophyllia_diminuta","Lobophyllia_robusta",0.1597
"Lobophyllia_diminuta","Pavona_varians",0.777
"Lobophyllia_diminuta","Pavona_venosa",0.7257
"Lobophyllia_robusta","Pavona_varians",0.8804
"Lobophyllia_robusta","Pavona_venosa",0.8484
"Pavona_varians","Pavona_venosa",0.2339
