"species1","species2","prob.species1.wins"
"Acropora_loripes","Acropora_rudis",0.0982
"Acropora_loripes","Acropora_subglabra",0.4152
"Acropora_loripes","Anacropora_matthai",0.3351
"Acropora_loripes","Bernardpora_stutchburyi",0.3253
"Acropora_loripes","Goniopora_albiconus",0.1686
"Acropora_loripes","Hydnophora_rigida",0.0257
"Acropora_loripes","Montipora_tuberculosa",0.4428
"Acropora_loripes","Pocillopora_ligulata",0.3629
"Acropora_rudis","Acropora_subglabra",0.7238
"Acropora_rudis","Anacropora_matthai",0.6504
"Acropora_rudis","Bernardpora_stutchburyi",0.6402
"Acropora_rudis","Goniopora_albiconus",0.4281
"Acropora_rudis","Hydnophora_rigida",0.0889
"Acropora_rudis","Montipora_tuberculosa",0.7457
"Acropora_rudis","Pocillopora_ligulata",0.6776
"Acropora_subglabra","Anacropora_matthai",0.2219
"Acropora_subglabra","Bernardpora_stutchburyi",0.2143
"Acropora_subglabra","Goniopora_albiconus",0.1029
"Acropora_subglabra","Hydnophora_rigida",0.0147
"Acropora_subglabra","Montipora_tuberculosa",0.3102
"Acropora_subglabra","Pocillopora_ligulata",0.2437
"Anacropora_matthai","Bernardpora_stutchburyi",0.2777
"Anacropora_matthai","Goniopora_albiconus",0.1392
"Anacropora_matthai","Hydnophora_rigida",0.0206
"Anacropora_matthai","Montipora_tuberculosa",0.3878
"Anacropora_matthai","Pocillopora_ligulata",0.3122
"Bernardpora_stutchburyi","Goniopora_albiconus",0.1446
"Bernardpora_stutchburyi","Hydnophora_rigida",0.0215
"Bernardpora_stutchburyi","Montipora_tuberculosa",0.3984
"Bernardpora_stutchburyi","Pocillopora_ligulata",0.3218
"Goniopora_albiconus","Hydnophora_rigida",0.0497
"Goniopora_albiconus","Montipora_tuberculosa",0.6115
"Goniopora_albiconus","Pocillopora_ligulata",0.5301
"Hydnophora_rigida","Montipora_tuberculosa",0.9236
"Hydnophora_rigida","Pocillopora_ligulata",0.8965
"Montipora_tuberculosa","Pocillopora_ligulata",0.2236
