"species_names"
"Siderastrea_savignyana"
"Goniopora_paliformis"
"Symphyllia_recta"
"Mussismilia_harttii"
"Caulastraea_echinulata"
"Podabacia_lankaensis"
"Platygyra_crosslandi"
"Paramontastraea_serageldini"
"Catalaphyllia_jardinei"
