"species1","species2","prob.species1.wins"
"Caulastraea_furcata","Diploria_labyrinthiformis",0.2268
"Caulastraea_furcata","Echinopora_horrida",0.8933
"Caulastraea_furcata","Euphyllia_ancora",0.0538
"Caulastraea_furcata","Goniopora_sultani",0.1815
"Caulastraea_furcata","Isopora_crateriformis",0.9068
"Caulastraea_furcata","Montipora_undata",0.9615
"Caulastraea_furcata","Orbicella_annularis",0.3414
"Caulastraea_furcata","Pachyseris_foliosa",0.5373
"Diploria_labyrinthiformis","Echinopora_horrida",0.9198
"Diploria_labyrinthiformis","Euphyllia_ancora",0.0722
"Diploria_labyrinthiformis","Goniopora_sultani",0.233
"Diploria_labyrinthiformis","Isopora_crateriformis",0.9302
"Diploria_labyrinthiformis","Montipora_undata",0.9716
"Diploria_labyrinthiformis","Orbicella_annularis",0.4153
"Diploria_labyrinthiformis","Pachyseris_foliosa",0.614
"Echinopora_horrida","Euphyllia_ancora",0.0027
"Echinopora_horrida","Goniopora_sultani",0.0105
"Echinopora_horrida","Isopora_crateriformis",0.3183
"Echinopora_horrida","Montipora_undata",0.5449
"Echinopora_horrida","Orbicella_annularis",0.0243
"Echinopora_horrida","Pachyseris_foliosa",0.0528
"Euphyllia_ancora","Goniopora_sultani",0.6107
"Euphyllia_ancora","Isopora_crateriformis",0.9857
"Euphyllia_ancora","Montipora_undata",0.9944
"Euphyllia_ancora","Orbicella_annularis",0.7857
"Euphyllia_ancora","Pachyseris_foliosa",0.8915
"Goniopora_sultani","Isopora_crateriformis",0.9463
"Goniopora_sultani","Montipora_undata",0.9784
"Goniopora_sultani","Orbicella_annularis",0.4843
"Goniopora_sultani","Pachyseris_foliosa",0.6779
"Isopora_crateriformis","Montipora_undata",0.5075
"Isopora_crateriformis","Orbicella_annularis",0.021
"Isopora_crateriformis","Pachyseris_foliosa",0.0458
"Montipora_undata","Orbicella_annularis",0.0083
"Montipora_undata","Pachyseris_foliosa",0.0184
"Orbicella_annularis","Pachyseris_foliosa",0.4737
