"species1","species2","prob.species1.wins"
"Acropora_florida","Coeloseris_mayeri",0.0428
"Acropora_florida","Galaxea_horrescens",0.1048
"Acropora_florida","Montipora_hirsuta",0.357
"Acropora_florida","Mycedium_steeni",0.1573
"Acropora_florida","Pavona_clavus",0.2375
"Acropora_florida","Pectinia_maxima",0.029
"Acropora_florida","Porites_panamensis",0.2613
"Acropora_florida","Stylophora_pistillata",0.3226
"Coeloseris_mayeri","Galaxea_horrescens",0.5128
"Coeloseris_mayeri","Montipora_hirsuta",0.8331
"Coeloseris_mayeri","Mycedium_steeni",0.6266
"Coeloseris_mayeri","Pavona_clavus",0.7368
"Coeloseris_mayeri","Pectinia_maxima",0.2118
"Coeloseris_mayeri","Porites_panamensis",0.7607
"Coeloseris_mayeri","Stylophora_pistillata",0.8106
"Galaxea_horrescens","Montipora_hirsuta",0.6558
"Galaxea_horrescens","Mycedium_steeni",0.3905
"Galaxea_horrescens","Pavona_clavus",0.5167
"Galaxea_horrescens","Pectinia_maxima",0.093
"Galaxea_horrescens","Porites_panamensis",0.5482
"Galaxea_horrescens","Stylophora_pistillata",0.6204
"Montipora_hirsuta","Mycedium_steeni",0.119
"Montipora_hirsuta","Pavona_clavus",0.184
"Montipora_hirsuta","Pectinia_maxima",0.0212
"Montipora_hirsuta","Porites_panamensis",0.2038
"Montipora_hirsuta","Stylophora_pistillata",0.2563
"Mycedium_steeni","Pavona_clavus",0.4014
"Mycedium_steeni","Pectinia_maxima",0.0605
"Mycedium_steeni","Porites_panamensis",0.4322
"Mycedium_steeni","Stylophora_pistillata",0.5062
"Pavona_clavus","Pectinia_maxima",0.0371
"Pavona_clavus","Porites_panamensis",0.3132
"Pavona_clavus","Stylophora_pistillata",0.3805
"Pectinia_maxima","Porites_panamensis",0.8262
"Pectinia_maxima","Stylophora_pistillata",0.8649
"Porites_panamensis","Stylophora_pistillata",0.3511
