"species1","species2","prob.species1.wins"
"Cantharellus_jebbi","Ctenactis_echinata",0.0479
"Cantharellus_jebbi","Cycloseris_mokai",0.9087
"Cantharellus_jebbi","Cynarina_lacrymalis",0.3454
"Cantharellus_jebbi","Fungia_fungites",0.0804
"Cantharellus_jebbi","Leptoseris_striata",0.9296
"Cantharellus_jebbi","Meandrina_meandrites",0.3893
"Cantharellus_jebbi","Pectinia_lactuca",0.534
"Cantharellus_jebbi","Pleuractis_granulosa",0.1432
"Ctenactis_echinata","Cycloseris_mokai",0.9876
"Ctenactis_echinata","Cynarina_lacrymalis",0.8084
"Ctenactis_echinata","Fungia_fungites",0.4114
"Ctenactis_echinata","Leptoseris_striata",0.9906
"Ctenactis_echinata","Meandrina_meandrites",0.8359
"Ctenactis_echinata","Pectinia_lactuca",0.9016
"Ctenactis_echinata","Pleuractis_granulosa",0.5719
"Cycloseris_mokai","Cynarina_lacrymalis",0.0209
"Cycloseris_mokai","Fungia_fungites",0.0035
"Cycloseris_mokai","Leptoseris_striata",0.3476
"Cycloseris_mokai","Meandrina_meandrites",0.0251
"Cycloseris_mokai","Pectinia_lactuca",0.0442
"Cycloseris_mokai","Pleuractis_granulosa",0.0067
"Cynarina_lacrymalis","Fungia_fungites",0.0624
"Cynarina_lacrymalis","Leptoseris_striata",0.9095
"Cynarina_lacrymalis","Meandrina_meandrites",0.3267
"Cynarina_lacrymalis","Pectinia_lactuca",0.466
"Cynarina_lacrymalis","Pleuractis_granulosa",0.1129
"Fungia_fungites","Leptoseris_striata",0.9838
"Fungia_fungites","Meandrina_meandrites",0.7455
"Fungia_fungites","Pectinia_lactuca",0.8404
"Fungia_fungites","Pleuractis_granulosa",0.4344
"Leptoseris_striata","Meandrina_meandrites",0.019
"Leptoseris_striata","Pectinia_lactuca",0.0337
"Leptoseris_striata","Pleuractis_granulosa",0.0051
"Meandrina_meandrites","Pectinia_lactuca",0.4195
"Meandrina_meandrites","Pleuractis_granulosa",0.0953
"Pectinia_lactuca","Pleuractis_granulosa",0.0553
