"species1","species2","prob.species1.wins"
"Acropora_latistella","Acropora_sarmentosa",0.0945
"Acropora_latistella","Astrea_curta",0.0285
"Acropora_latistella","Echinopora_horrida",0.194
"Acropora_latistella","Euphyllia_paraglabrescens",3e-04
"Acropora_latistella","Lithophyllon_concinna",6e-04
"Acropora_latistella","Merulina_ampliata",0.0466
"Acropora_latistella","Montipora_dilatata",0.0389
"Acropora_latistella","Mycetophyllia_aliciae",0.0016
"Acropora_sarmentosa","Astrea_curta",0.1014
"Acropora_sarmentosa","Echinopora_horrida",0.4809
"Acropora_sarmentosa","Euphyllia_paraglabrescens",0.001
"Acropora_sarmentosa","Lithophyllon_concinna",0.0023
"Acropora_sarmentosa","Merulina_ampliata",0.1584
"Acropora_sarmentosa","Montipora_dilatata",0.1346
"Acropora_sarmentosa","Mycetophyllia_aliciae",0.0062
"Astrea_curta","Echinopora_horrida",0.7673
"Astrea_curta","Euphyllia_paraglabrescens",0.0034
"Astrea_curta","Lithophyllon_concinna",0.008
"Astrea_curta","Merulina_ampliata",0.4012
"Astrea_curta","Montipora_dilatata",0.3564
"Astrea_curta","Mycetophyllia_aliciae",0.0218
"Echinopora_horrida","Euphyllia_paraglabrescens",4e-04
"Echinopora_horrida","Lithophyllon_concinna",0.001
"Echinopora_horrida","Merulina_ampliata",0.0755
"Echinopora_horrida","Montipora_dilatata",0.0632
"Echinopora_horrida","Mycetophyllia_aliciae",0.0027
"Euphyllia_paraglabrescens","Lithophyllon_concinna",0.4864
"Euphyllia_paraglabrescens","Merulina_ampliata",0.9874
"Euphyllia_paraglabrescens","Montipora_dilatata",0.9848
"Euphyllia_paraglabrescens","Mycetophyllia_aliciae",0.7225
"Lithophyllon_concinna","Merulina_ampliata",0.9707
"Lithophyllon_concinna","Montipora_dilatata",0.9648
"Lithophyllon_concinna","Mycetophyllia_aliciae",0.5249
"Merulina_ampliata","Montipora_dilatata",0.2493
"Merulina_ampliata","Mycetophyllia_aliciae",0.0132
"Montipora_dilatata","Mycetophyllia_aliciae",0.0159
