"species1","species2","prob.species1.wins"
"Leptoseris_solida","Montipora_spongodes",0.4689
"Leptoseris_solida","Montipora_venosa",0.5024
"Leptoseris_solida","Oulastrea_crispata",0.0657
"Leptoseris_solida","Oulophyllia_levis",0.023
"Leptoseris_solida","Porites_mayeri",0.4041
"Leptoseris_solida","Psammocora_haimiana",0.1264
"Leptoseris_solida","Solenastrea_bournoni",0.0039
"Montipora_spongodes","Montipora_venosa",0.3148
"Montipora_spongodes","Oulastrea_crispata",0.031
"Montipora_spongodes","Oulophyllia_levis",0.0106
"Montipora_spongodes","Porites_mayeri",0.2358
"Montipora_spongodes","Psammocora_haimiana",0.0618
"Montipora_spongodes","Solenastrea_bournoni",0.0018
"Montipora_venosa","Oulastrea_crispata",0.0272
"Montipora_venosa","Oulophyllia_levis",0.0093
"Montipora_venosa","Porites_mayeri",0.2125
"Montipora_venosa","Psammocora_haimiana",0.0544
"Montipora_venosa","Solenastrea_bournoni",0.0015
"Oulastrea_crispata","Oulophyllia_levis",0.1186
"Oulastrea_crispata","Porites_mayeri",0.7948
"Oulastrea_crispata","Psammocora_haimiana",0.4525
"Oulastrea_crispata","Solenastrea_bournoni",0.0216
"Oulophyllia_levis","Porites_mayeri",0.9204
"Oulophyllia_levis","Psammocora_haimiana",0.7118
"Oulophyllia_levis","Solenastrea_bournoni",0.062
"Porites_mayeri","Psammocora_haimiana",0.079
"Porites_mayeri","Solenastrea_bournoni",0.0023
"Psammocora_haimiana","Solenastrea_bournoni",0.0106
