"species1","species2","prob.species1.wins"
"Boninastrea_boninensis","Coelastrea_aspera",0.3874
"Boninastrea_boninensis","Diploastrea_heliopora",0.4371
"Boninastrea_boninensis","Dipsastraea_veroni",0.2291
"Boninastrea_boninensis","Favites_chinensis",0.2036
"Boninastrea_boninensis","Leptoseris_scabra",0.6657
"Boninastrea_boninensis","Leptoseris_solida",0.7399
"Boninastrea_boninensis","Lobophyllia_diminuta",0.0651
"Boninastrea_boninensis","Plesiastrea_versipora",0.6955
"Coelastrea_aspera","Diploastrea_heliopora",0.3303
"Coelastrea_aspera","Dipsastraea_veroni",0.1588
"Coelastrea_aspera","Favites_chinensis",0.1397
"Coelastrea_aspera","Leptoseris_scabra",0.5585
"Coelastrea_aspera","Leptoseris_solida",0.6437
"Coelastrea_aspera","Lobophyllia_diminuta",0.0424
"Coelastrea_aspera","Plesiastrea_versipora",0.592
"Diploastrea_heliopora","Dipsastraea_veroni",0.1333
"Diploastrea_heliopora","Favites_chinensis",0.1168
"Diploastrea_heliopora","Leptoseris_scabra",0.5075
"Diploastrea_heliopora","Leptoseris_solida",0.5955
"Diploastrea_heliopora","Lobophyllia_diminuta",0.0348
"Diploastrea_heliopora","Plesiastrea_versipora",0.5417
"Dipsastraea_veroni","Favites_chinensis",0.2568
"Dipsastraea_veroni","Leptoseris_scabra",0.7291
"Dipsastraea_veroni","Leptoseris_solida",0.7936
"Dipsastraea_veroni","Lobophyllia_diminuta",0.086
"Dipsastraea_veroni","Plesiastrea_versipora",0.7554
"Favites_chinensis","Leptoseris_scabra",0.7579
"Favites_chinensis","Leptoseris_solida",0.8172
"Favites_chinensis","Lobophyllia_diminuta",0.0987
"Favites_chinensis","Plesiastrea_versipora",0.7822
"Leptoseris_scabra","Leptoseris_solida",0.3647
"Leptoseris_scabra","Lobophyllia_diminuta",0.0139
"Leptoseris_scabra","Plesiastrea_versipora",0.3155
"Leptoseris_solida","Lobophyllia_diminuta",0.0097
"Leptoseris_solida","Plesiastrea_versipora",0.2439
"Lobophyllia_diminuta","Plesiastrea_versipora",0.9295
