"species1","species2","prob.species1.wins"
"Acropora_aculeus","Alveopora_allingi",0.0908
"Acropora_aculeus","Cladocora_caespitosa",0.0016
"Acropora_aculeus","Diploastrea_heliopora",0.03
"Acropora_aculeus","Madracis_kirbyi",0.0921
"Acropora_aculeus","Montipora_circumvallata",0.1043
"Acropora_aculeus","Pachyseris_involuta",0.0135
"Acropora_aculeus","Porites_panamensis",0.0664
"Alveopora_allingi","Cladocora_caespitosa",0.0062
"Alveopora_allingi","Diploastrea_heliopora",0.1107
"Alveopora_allingi","Madracis_kirbyi",0.29
"Alveopora_allingi","Montipora_circumvallata",0.3191
"Alveopora_allingi","Pachyseris_involuta",0.052
"Alveopora_allingi","Porites_panamensis",0.2227
"Cladocora_caespitosa","Diploastrea_heliopora",0.8885
"Cladocora_caespitosa","Madracis_kirbyi",0.9632
"Cladocora_caespitosa","Montipora_circumvallata",0.9677
"Cladocora_caespitosa","Pachyseris_involuta",0.7786
"Cladocora_caespitosa","Porites_panamensis",0.9483
"Diploastrea_heliopora","Madracis_kirbyi",0.5686
"Diploastrea_heliopora","Montipora_circumvallata",0.602
"Diploastrea_heliopora","Pachyseris_involuta",0.1506
"Diploastrea_heliopora","Porites_panamensis",0.4804
"Madracis_kirbyi","Montipora_circumvallata",0.3156
"Madracis_kirbyi","Pachyseris_involuta",0.0513
"Madracis_kirbyi","Porites_panamensis",0.2199
"Montipora_circumvallata","Pachyseris_involuta",0.045
"Montipora_circumvallata","Porites_panamensis",0.1972
"Pachyseris_involuta","Porites_panamensis",0.677
