"species1","species2","prob.species1.wins"
"Euphyllia_paraglabrescens","Goniastrea_columella",0.7603
"Euphyllia_paraglabrescens","Leptoseris_incrustans",0.9958
"Euphyllia_paraglabrescens","Leptoseris_yabei",0.9961
"Euphyllia_paraglabrescens","Montipora_cebuensis",0.9992
"Euphyllia_paraglabrescens","Pavona_duerdeni",0.9984
"Euphyllia_paraglabrescens","Porites_lichen",0.9985
"Euphyllia_paraglabrescens","Pseudodiploria_strigosa",0.8696
"Goniastrea_columella","Leptoseris_incrustans",0.9681
"Goniastrea_columella","Leptoseris_yabei",0.97
"Goniastrea_columella","Montipora_cebuensis",0.9941
"Goniastrea_columella","Pavona_duerdeni",0.9877
"Goniastrea_columella","Porites_lichen",0.9881
"Goniastrea_columella","Pseudodiploria_strigosa",0.458
"Leptoseris_incrustans","Leptoseris_yabei",0.2995
"Leptoseris_incrustans","Montipora_cebuensis",0.6893
"Leptoseris_incrustans","Pavona_duerdeni",0.5146
"Leptoseris_incrustans","Porites_lichen",0.5242
"Leptoseris_incrustans","Pseudodiploria_strigosa",0.011
"Leptoseris_yabei","Montipora_cebuensis",0.6758
"Leptoseris_yabei","Pavona_duerdeni",0.4991
"Leptoseris_yabei","Porites_lichen",0.5087
"Leptoseris_yabei","Pseudodiploria_strigosa",0.0104
"Montipora_cebuensis","Pavona_duerdeni",0.1611
"Montipora_cebuensis","Porites_lichen",0.1664
"Montipora_cebuensis","Pseudodiploria_strigosa",0.002
"Pavona_duerdeni","Porites_lichen",0.2946
"Pavona_duerdeni","Pseudodiploria_strigosa",0.0042
"Porites_lichen","Pseudodiploria_strigosa",0.0041
