"species1","species2","prob.species1.wins"
"Dipsastraea_pallida","Euphyllia_divisa",0.0614
"Dipsastraea_pallida","Leptastrea_aequalis",0.6714
"Dipsastraea_pallida","Madracis_senaria",0.4606
"Dipsastraea_pallida","Montipora_cebuensis",0.9391
"Dipsastraea_pallida","Oxypora_lacera",0.3592
"Dipsastraea_pallida","Porites_branneri",0.5765
"Dipsastraea_pallida","Porites_murrayensis",0.9355
"Euphyllia_divisa","Leptastrea_aequalis",0.9262
"Euphyllia_divisa","Madracis_senaria",0.8398
"Euphyllia_divisa","Montipora_cebuensis",0.9896
"Euphyllia_divisa","Oxypora_lacera",0.7748
"Euphyllia_divisa","Porites_branneri",0.8931
"Euphyllia_divisa","Porites_murrayensis",0.9889
"Leptastrea_aequalis","Madracis_senaria",0.1438
"Leptastrea_aequalis","Montipora_cebuensis",0.7521
"Leptastrea_aequalis","Oxypora_lacera",0.0993
"Leptastrea_aequalis","Porites_branneri",0.2111
"Leptastrea_aequalis","Porites_murrayensis",0.7403
"Madracis_senaria","Montipora_cebuensis",0.8789
"Madracis_senaria","Oxypora_lacera",0.2087
"Madracis_senaria","Porites_branneri",0.3904
"Madracis_senaria","Porites_murrayensis",0.8721
"Montipora_cebuensis","Oxypora_lacera",0.0144
"Montipora_cebuensis","Porites_branneri",0.0342
"Montipora_cebuensis","Porites_murrayensis",0.274
"Oxypora_lacera","Porites_branneri",0.4938
"Oxypora_lacera","Porites_murrayensis",0.9122
"Porites_branneri","Porites_murrayensis",0.8105
