"species1","species2","prob.species1.wins"
"Acropora_lokani","Alveopora_minuta",0.3233
"Acropora_lokani","Balanophyllia_europaea",0.0018
"Acropora_lokani","Cantharellus_doederleini",0.0034
"Acropora_lokani","Diploastrea_heliopora",0.1082
"Acropora_lokani","Isopora_brueggemanni",0.2299
"Acropora_lokani","Pachyseris_speciosa",0.1644
"Alveopora_minuta","Balanophyllia_europaea",0.0015
"Alveopora_minuta","Cantharellus_doederleini",0.0029
"Alveopora_minuta","Diploastrea_heliopora",0.0926
"Alveopora_minuta","Isopora_brueggemanni",0.2007
"Alveopora_minuta","Pachyseris_speciosa",0.142
"Balanophyllia_europaea","Cantharellus_doederleini",0.4296
"Balanophyllia_europaea","Diploastrea_heliopora",0.9641
"Balanophyllia_europaea","Isopora_brueggemanni",0.9851
"Balanophyllia_europaea","Pachyseris_speciosa",0.9776
"Cantharellus_doederleini","Diploastrea_heliopora",0.9348
"Cantharellus_doederleini","Isopora_brueggemanni",0.9724
"Cantharellus_doederleini","Pachyseris_speciosa",0.9587
"Diploastrea_heliopora","Isopora_brueggemanni",0.4971
"Diploastrea_heliopora","Pachyseris_speciosa",0.3945
"Isopora_brueggemanni","Pachyseris_speciosa",0.2094
