"species1","species2","prob.species1.wins"
"Favia_fragum","Isophyllia_sinuosa",0.1175
"Favia_fragum","Porites_brighami",0.5722
"Favia_fragum","Porites_densa",0.921
"Favia_fragum","Pseudosiderastrea_tayamai",0.8287
"Favia_fragum","Siderastrea_radians",0.4692
"Favia_fragum","Stylaraea_punctata",0.9476
"Isophyllia_sinuosa","Porites_brighami",0.8015
"Isophyllia_sinuosa","Porites_densa",0.9724
"Isophyllia_sinuosa","Pseudosiderastrea_tayamai",0.9359
"Isophyllia_sinuosa","Siderastrea_radians",0.7274
"Isophyllia_sinuosa","Stylaraea_punctata",0.982
"Porites_brighami","Porites_densa",0.7779
"Porites_brighami","Pseudosiderastrea_tayamai",0.5923
"Porites_brighami","Siderastrea_radians",0.2098
"Porites_brighami","Stylaraea_punctata",0.8446
"Porites_densa","Pseudosiderastrea_tayamai",0.1429
"Porites_densa","Siderastrea_radians",0.0296
"Porites_densa","Stylaraea_punctata",0.384
"Pseudosiderastrea_tayamai","Siderastrea_radians",0.0684
"Pseudosiderastrea_tayamai","Stylaraea_punctata",0.6004
"Siderastrea_radians","Stylaraea_punctata",0.8916
