"species1","species2","prob.species1.wins"
"Acropora_aspera","Acropora_parapharaonis",0.0711
"Acropora_aspera","Echinophyllia_costata",0.063
"Acropora_aspera","Leptoseris_papyracea",0.284
"Acropora_aspera","Montipora_cryptus",0.222
"Acropora_aspera","Montipora_pachytuberculata",0.1482
"Acropora_aspera","Porites_solida",0.3924
"Acropora_parapharaonis","Echinophyllia_costata",0.2611
"Acropora_parapharaonis","Leptoseris_papyracea",0.6757
"Acropora_parapharaonis","Montipora_cryptus",0.5998
"Acropora_parapharaonis","Montipora_pachytuberculata",0.4775
"Acropora_parapharaonis","Porites_solida",0.7723
"Echinophyllia_costata","Leptoseris_papyracea",0.7031
"Echinophyllia_costata","Montipora_cryptus",0.6302
"Echinophyllia_costata","Montipora_pachytuberculata",0.5096
"Echinophyllia_costata","Porites_solida",0.7941
"Leptoseris_papyracea","Montipora_cryptus",0.2243
"Leptoseris_papyracea","Montipora_pachytuberculata",0.1499
"Leptoseris_papyracea","Porites_solida",0.3955
"Montipora_cryptus","Montipora_pachytuberculata",0.1968
"Montipora_cryptus","Porites_solida",0.4762
"Montipora_pachytuberculata","Porites_solida",0.5986
