"species1","species2","prob.species1.wins"
"Acropora_cerealis","Cyphastrea_agassizi",0.1802
"Acropora_cerealis","Eusmilia_fastigiata",0.0015
"Acropora_cerealis","Favites_abdita",0.0126
"Acropora_cerealis","Leptastrea_aequalis",0.0952
"Acropora_cerealis","Montipora_orientalis",0.2589
"Acropora_cerealis","Porites_cylindrica",0.2851
"Acropora_cerealis","Porites_deformis",0.1682
"Cyphastrea_agassizi","Eusmilia_fastigiata",0.0027
"Cyphastrea_agassizi","Favites_abdita",0.0228
"Cyphastrea_agassizi","Leptastrea_aequalis",0.1613
"Cyphastrea_agassizi","Montipora_orientalis",0.3897
"Cyphastrea_agassizi","Porites_cylindrica",0.4216
"Cyphastrea_agassizi","Porites_deformis",0.2698
"Eusmilia_fastigiata","Favites_abdita",0.7738
"Eusmilia_fastigiata","Leptastrea_aequalis",0.9658
"Eusmilia_fastigiata","Montipora_orientalis",0.9894
"Eusmilia_fastigiata","Porites_cylindrica",0.9907
"Eusmilia_fastigiata","Porites_deformis",0.9819
"Favites_abdita","Leptastrea_aequalis",0.7682
"Favites_abdita","Montipora_orientalis",0.9167
"Favites_abdita","Porites_cylindrica",0.9263
"Favites_abdita","Porites_deformis",0.8643
"Leptastrea_aequalis","Montipora_orientalis",0.5716
"Leptastrea_aequalis","Porites_cylindrica",0.6037
"Leptastrea_aequalis","Porites_deformis",0.4357
"Montipora_orientalis","Porites_cylindrica",0.3145
"Montipora_orientalis","Porites_deformis",0.1886
"Porites_cylindrica","Porites_deformis",0.1692
