"species1","species2","prob.species1.wins"
"Acropora_abrolhosensis","Anacropora_puertogalerae",0.4637
"Acropora_abrolhosensis","Galaxea_acrhelia",0.0422
"Acropora_abrolhosensis","Goniastrea_ramosa",0.0556
"Acropora_abrolhosensis","Isopora_crateriformis",0.4295
"Acropora_abrolhosensis","Pavona_cactus",0.3648
"Acropora_abrolhosensis","Pavona_minuta",0.2476
"Acropora_abrolhosensis","Porites_monticulosa",0.4991
"Anacropora_puertogalerae","Galaxea_acrhelia",0.0201
"Anacropora_puertogalerae","Goniastrea_ramosa",0.0266
"Anacropora_puertogalerae","Isopora_crateriformis",0.2592
"Anacropora_puertogalerae","Pavona_cactus",0.2107
"Anacropora_puertogalerae","Pavona_minuta",0.1326
"Anacropora_puertogalerae","Porites_monticulosa",0.3165
"Galaxea_acrhelia","Goniastrea_ramosa",0.3495
"Galaxea_acrhelia","Isopora_crateriformis",0.8729
"Galaxea_acrhelia","Pavona_cactus",0.8397
"Galaxea_acrhelia","Pavona_minuta",0.7501
"Galaxea_acrhelia","Porites_monticulosa",0.9009
"Goniastrea_ramosa","Isopora_crateriformis",0.837
"Goniastrea_ramosa","Pavona_cactus",0.7967
"Goniastrea_ramosa","Pavona_minuta",0.6918
"Goniastrea_ramosa","Porites_monticulosa",0.8718
"Isopora_crateriformis","Pavona_cactus",0.2346
"Isopora_crateriformis","Pavona_minuta",0.1494
"Isopora_crateriformis","Porites_monticulosa",0.3472
"Pavona_cactus","Pavona_minuta",0.1871
"Pavona_cactus","Porites_monticulosa",0.4108
"Pavona_minuta","Porites_monticulosa",0.549
