"species1","species2","prob.species1.wins"
"Acropora_polystoma","Astrea_curta",0.0352
"Acropora_polystoma","Coeloseris_mayeri",0.0159
"Acropora_polystoma","Euphyllia_glabrescens",0.0103
"Acropora_polystoma","Mussismilia_hispida",9e-04
"Acropora_polystoma","Pavona_explanulata",0.1453
"Acropora_polystoma","Physophyllia_ayleni",0.0161
"Acropora_polystoma","Porites_cylindrica",0.3412
"Acropora_polystoma","Porites_deformis",0.2079
"Astrea_curta","Coeloseris_mayeri",0.1511
"Astrea_curta","Euphyllia_glabrescens",0.1025
"Astrea_curta","Mussismilia_hispida",0.0101
"Astrea_curta","Pavona_explanulata",0.6517
"Astrea_curta","Physophyllia_ayleni",0.1525
"Astrea_curta","Porites_cylindrica",0.8507
"Astrea_curta","Porites_deformis",0.7428
"Coeloseris_mayeri","Euphyllia_glabrescens",0.205
"Coeloseris_mayeri","Mussismilia_hispida",0.0224
"Coeloseris_mayeri","Pavona_explanulata",0.8086
"Coeloseris_mayeri","Physophyllia_ayleni",0.2889
"Coeloseris_mayeri","Porites_cylindrica",0.9279
"Coeloseris_mayeri","Porites_deformis",0.867
"Euphyllia_glabrescens","Mussismilia_hispida",0.0345
"Euphyllia_glabrescens","Pavona_explanulata",0.8681
"Euphyllia_glabrescens","Physophyllia_ayleni",0.3876
"Euphyllia_glabrescens","Porites_cylindrica",0.9525
"Euphyllia_glabrescens","Porites_deformis",0.9104
"Mussismilia_hispida","Pavona_explanulata",0.9867
"Mussismilia_hispida","Physophyllia_ayleni",0.8769
"Mussismilia_hispida","Porites_cylindrica",0.9956
"Mussismilia_hispida","Porites_deformis",0.9913
"Pavona_explanulata","Physophyllia_ayleni",0.0372
"Pavona_explanulata","Porites_cylindrica",0.5503
"Pavona_explanulata","Porites_deformis",0.3828
"Physophyllia_ayleni","Porites_cylindrica",0.9271
"Physophyllia_ayleni","Porites_deformis",0.8657
"Porites_cylindrica","Porites_deformis",0.1692
