"species1","species2","prob.species1.wins"
"Blastomussa_merleti","Cyphastrea_serailia",0.5916
"Blastomussa_merleti","Euphyllia_paraglabrescens",0.0025
"Blastomussa_merleti","Favites_abdita",0.1189
"Blastomussa_merleti","Goniastrea_minuta",0.3074
"Blastomussa_merleti","Leptastrea_aequalis",0.5268
"Blastomussa_merleti","Leptastrea_purpurea",0.2326
"Blastomussa_merleti","Mussismilia_hispida",0.0075
"Blastomussa_merleti","Stephanocoenia_intersepta",0.208
"Cyphastrea_serailia","Euphyllia_paraglabrescens",7e-04
"Cyphastrea_serailia","Favites_abdita",0.0361
"Cyphastrea_serailia","Goniastrea_minuta",0.1096
"Cyphastrea_serailia","Leptastrea_aequalis",0.2359
"Cyphastrea_serailia","Leptastrea_purpurea",0.0776
"Cyphastrea_serailia","Mussismilia_hispida",0.0021
"Cyphastrea_serailia","Stephanocoenia_intersepta",0.0679
"Euphyllia_paraglabrescens","Favites_abdita",0.9551
"Euphyllia_paraglabrescens","Goniastrea_minuta",0.9859
"Euphyllia_paraglabrescens","Leptastrea_aequalis",0.9943
"Euphyllia_paraglabrescens","Leptastrea_purpurea",0.9795
"Euphyllia_paraglabrescens","Mussismilia_hispida",0.5424
"Euphyllia_paraglabrescens","Stephanocoenia_intersepta",0.9764
"Favites_abdita","Goniastrea_minuta",0.5692
"Favites_abdita","Leptastrea_aequalis",0.7682
"Favites_abdita","Leptastrea_purpurea",0.4743
"Favites_abdita","Mussismilia_hispida",0.0219
"Favites_abdita","Stephanocoenia_intersepta",0.4387
"Goniastrea_minuta","Leptastrea_aequalis",0.5019
"Goniastrea_minuta","Leptastrea_purpurea",0.2153
"Goniastrea_minuta","Mussismilia_hispida",0.0068
"Goniastrea_minuta","Stephanocoenia_intersepta",0.1921
"Leptastrea_aequalis","Leptastrea_purpurea",0.0986
"Leptastrea_aequalis","Mussismilia_hispida",0.0027
"Leptastrea_aequalis","Stephanocoenia_intersepta",0.0866
"Leptastrea_purpurea","Mussismilia_hispida",0.0099
"Leptastrea_purpurea","Stephanocoenia_intersepta",0.2582
"Mussismilia_hispida","Stephanocoenia_intersepta",0.9335
