"species1","species2","prob.species1.wins"
"Cladocora_caespitosa","Cyphastrea_chalcidicum",0.9511
"Cladocora_caespitosa","Diploria_labyrinthiformis",0.6008
"Cladocora_caespitosa","Echinophyllia_orpheensis",0.8487
"Cladocora_caespitosa","Pseudodiploria_clivosa",0.5969
"Cladocora_caespitosa","Pseudodiploria_strigosa",0.4268
"Cladocora_caespitosa","Sandalolitha_robusta",0.8971
"Cladocora_caespitosa","Stephanocoenia_intersepta",0.822
"Cyphastrea_chalcidicum","Diploria_labyrinthiformis",0.0302
"Cyphastrea_chalcidicum","Echinophyllia_orpheensis",0.1039
"Cyphastrea_chalcidicum","Pseudodiploria_clivosa",0.0297
"Cyphastrea_chalcidicum","Pseudodiploria_strigosa",0.0151
"Cyphastrea_chalcidicum","Sandalolitha_robusta",0.1526
"Cyphastrea_chalcidicum","Stephanocoenia_intersepta",0.0871
"Diploria_labyrinthiformis","Echinophyllia_orpheensis",0.5997
"Diploria_labyrinthiformis","Pseudodiploria_clivosa",0.2834
"Diploria_labyrinthiformis","Pseudodiploria_strigosa",0.1658
"Diploria_labyrinthiformis","Sandalolitha_robusta",0.6995
"Diploria_labyrinthiformis","Stephanocoenia_intersepta",0.5522
"Echinophyllia_orpheensis","Pseudodiploria_clivosa",0.0959
"Echinophyllia_orpheensis","Pseudodiploria_strigosa",0.0506
"Echinophyllia_orpheensis","Sandalolitha_robusta",0.3844
"Echinophyllia_orpheensis","Stephanocoenia_intersepta",0.2485
"Pseudodiploria_clivosa","Pseudodiploria_strigosa",0.1681
"Pseudodiploria_clivosa","Sandalolitha_robusta",0.7029
"Pseudodiploria_clivosa","Stephanocoenia_intersepta",0.5562
"Pseudodiploria_strigosa","Sandalolitha_robusta",0.8247
"Pseudodiploria_strigosa","Stephanocoenia_intersepta",0.7137
"Sandalolitha_robusta","Stephanocoenia_intersepta",0.1755
