"species1","species2","prob.species1.wins"
"Acropora_abrolhosensis","Acropora_florida",0.2391
"Acropora_abrolhosensis","Acropora_lutkeni",0.41
"Acropora_abrolhosensis","Acropora_palmata",0.1097
"Acropora_abrolhosensis","Acropora_papillare",0.1951
"Acropora_abrolhosensis","Acropora_striata",0.3509
"Acropora_abrolhosensis","Alveopora_catalai",0.0532
"Acropora_abrolhosensis","Merulina_triangularis",0.0336
"Acropora_florida","Acropora_lutkeni",0.4705
"Acropora_florida","Acropora_palmata",0.1361
"Acropora_florida","Acropora_papillare",0.2366
"Acropora_florida","Acropora_striata",0.4087
"Acropora_florida","Alveopora_catalai",0.0671
"Acropora_florida","Merulina_triangularis",0.0425
"Acropora_lutkeni","Acropora_palmata",0.0665
"Acropora_lutkeni","Acropora_papillare",0.1229
"Acropora_lutkeni","Acropora_striata",0.2381
"Acropora_lutkeni","Alveopora_catalai",0.0315
"Acropora_lutkeni","Merulina_triangularis",0.0197
"Acropora_palmata","Acropora_papillare",0.4415
"Acropora_palmata","Acropora_striata",0.6381
"Acropora_palmata","Alveopora_catalai",0.155
"Acropora_palmata","Merulina_triangularis",0.1018
"Acropora_papillare","Acropora_striata",0.4726
"Acropora_papillare","Alveopora_catalai",0.0853
"Acropora_papillare","Merulina_triangularis",0.0545
"Acropora_striata","Alveopora_catalai",0.0401
"Acropora_striata","Merulina_triangularis",0.0252
"Alveopora_catalai","Merulina_triangularis",0.1989
