"species1","species2","prob.species1.wins"
"Echinophyllia_echinata","Echinophyllia_orpheensis",0.2464
"Echinophyllia_echinata","Favites_complanata",0.1649
"Echinophyllia_echinata","Goniastrea_columella",0.0202
"Echinophyllia_echinata","Montipora_danae",0.7743
"Echinophyllia_echinata","Porites_arnaudi",0.7209
"Echinophyllia_echinata","Siderastrea_savignyana",0.5033
"Echinophyllia_orpheensis","Favites_complanata",0.1953
"Echinophyllia_orpheensis","Goniastrea_columella",0.0247
"Echinophyllia_orpheensis","Montipora_danae",0.8083
"Echinophyllia_orpheensis","Porites_arnaudi",0.7605
"Echinophyllia_orpheensis","Siderastrea_savignyana",0.5546
"Favites_complanata","Goniastrea_columella",0.0403
"Favites_complanata","Montipora_danae",0.8747
"Favites_complanata","Porites_arnaudi",0.8401
"Favites_complanata","Siderastrea_savignyana",0.6733
"Goniastrea_columella","Montipora_danae",0.9853
"Goniastrea_columella","Porites_arnaudi",0.9805
"Goniastrea_columella","Siderastrea_savignyana",0.9518
"Montipora_danae","Porites_arnaudi",0.2323
"Montipora_danae","Siderastrea_savignyana",0.1061
"Porites_arnaudi","Siderastrea_savignyana",0.1361
