"species1","species2","prob.species1.wins"
"Anacropora_reticulata","Anacropora_spinosa",0.3146
"Anacropora_reticulata","Anacropora_spumosa",0.1078
"Anacropora_reticulata","Montipora_altasepta",0.4247
"Anacropora_reticulata","Montipora_echinata",0.1043
"Anacropora_reticulata","Montipora_pachytuberculata",0.1366
"Anacropora_reticulata","Montipora_samarensis",0.4641
"Anacropora_reticulata","Porites_negrosensis",0.1414
"Anacropora_spinosa","Anacropora_spumosa",0.0957
"Anacropora_spinosa","Montipora_altasepta",0.3925
"Anacropora_spinosa","Montipora_echinata",0.0925
"Anacropora_spinosa","Montipora_pachytuberculata",0.1216
"Anacropora_spinosa","Montipora_samarensis",0.4312
"Anacropora_spinosa","Porites_negrosensis",0.126
"Anacropora_spumosa","Montipora_altasepta",0.7105
"Anacropora_spumosa","Montipora_echinata",0.2791
"Anacropora_spumosa","Montipora_pachytuberculata",0.3447
"Anacropora_spumosa","Montipora_samarensis",0.7423
"Anacropora_spumosa","Porites_negrosensis",0.3538
"Montipora_altasepta","Montipora_echinata",0.0596
"Montipora_altasepta","Montipora_pachytuberculata",0.0793
"Montipora_altasepta","Montipora_samarensis",0.3204
"Montipora_altasepta","Porites_negrosensis",0.0823
"Montipora_echinata","Montipora_pachytuberculata",0.3531
"Montipora_echinata","Montipora_samarensis",0.7493
"Montipora_echinata","Porites_negrosensis",0.3623
"Montipora_pachytuberculata","Montipora_samarensis",0.6875
"Montipora_pachytuberculata","Porites_negrosensis",0.2949
"Montipora_samarensis","Porites_negrosensis",0.071
