"species1","species2","prob.species1.wins"
"Acropora_caroliniana","Acropora_elegantula",0.0035
"Acropora_caroliniana","Acropora_lianae",0.0991
"Acropora_caroliniana","Acropora_pulchra",0.2606
"Acropora_caroliniana","Anacropora_pillai",0.1936
"Acropora_caroliniana","Astreopora_scabra",0.1267
"Acropora_caroliniana","Echinophyllia_echinata",0.0404
"Acropora_caroliniana","Stylophora_pistillata",0.1311
"Acropora_elegantula","Acropora_lianae",0.9264
"Acropora_elegantula","Acropora_pulchra",0.9758
"Acropora_elegantula","Anacropora_pillai",0.9649
"Acropora_elegantula","Astreopora_scabra",0.9432
"Acropora_elegantula","Echinophyllia_echinata",0.8282
"Acropora_elegantula","Stylophora_pistillata",0.9453
"Acropora_lianae","Acropora_pulchra",0.5629
"Acropora_lianae","Anacropora_pillai",0.4674
"Acropora_lianae","Astreopora_scabra",0.3464
"Acropora_lianae","Echinophyllia_echinata",0.1334
"Acropora_lianae","Stylophora_pistillata",0.3554
"Acropora_pulchra","Anacropora_pillai",0.2149
"Acropora_pulchra","Astreopora_scabra",0.1419
"Acropora_pulchra","Echinophyllia_echinata",0.0458
"Acropora_pulchra","Stylophora_pistillata",0.1468
"Anacropora_pillai","Astreopora_scabra",0.1953
"Anacropora_pillai","Echinophyllia_echinata",0.0658
"Anacropora_pillai","Stylophora_pistillata",0.2016
"Astreopora_scabra","Echinophyllia_echinata",0.1045
"Astreopora_scabra","Stylophora_pistillata",0.2948
"Echinophyllia_echinata","Stylophora_pistillata",0.5901
