"species1","species2","prob.species1.wins"
"Acropora_gemmifera","Cladocora_caespitosa",0.0052
"Acropora_gemmifera","Echinomorpha_nishihirai",0.0018
"Acropora_gemmifera","Goniastrea_ramosa",0.0483
"Acropora_gemmifera","Goniopora_djiboutiensis",0.1074
"Acropora_gemmifera","Plesiastrea_versipora",0.2334
"Acropora_gemmifera","Pleuractis_paumotensis",8e-04
"Cladocora_caespitosa","Echinomorpha_nishihirai",0.1227
"Cladocora_caespitosa","Goniastrea_ramosa",0.7962
"Cladocora_caespitosa","Goniopora_djiboutiensis",0.9026
"Cladocora_caespitosa","Plesiastrea_versipora",0.9591
"Cladocora_caespitosa","Pleuractis_paumotensis",0.0597
"Echinomorpha_nishihirai","Goniastrea_ramosa",0.9182
"Echinomorpha_nishihirai","Goniopora_djiboutiensis",0.9638
"Echinomorpha_nishihirai","Plesiastrea_versipora",0.9854
"Echinomorpha_nishihirai","Pleuractis_paumotensis",0.1543
"Goniastrea_ramosa","Goniopora_djiboutiensis",0.488
"Goniastrea_ramosa","Plesiastrea_versipora",0.7069
"Goniastrea_ramosa","Pleuractis_paumotensis",0.0065
"Goniopora_djiboutiensis","Plesiastrea_versipora",0.5042
"Goniopora_djiboutiensis","Pleuractis_paumotensis",0.0027
"Plesiastrea_versipora","Pleuractis_paumotensis",0.0011
