"species1","species2","prob.species1.wins"
"Acropora_digitifera","Astreopora_cucullata",0.1907
"Acropora_digitifera","Dipsastraea_marshae",0.0091
"Acropora_digitifera","Goniopora_lobata",0.058
"Acropora_digitifera","Montipora_delicatula",0.4211
"Acropora_digitifera","Pavona_danai",0.1355
"Acropora_digitifera","Porites_evermanni",0.4327
"Acropora_digitifera","Sandalolitha_robusta",0.0521
"Astreopora_cucullata","Dipsastraea_marshae",0.0154
"Astreopora_cucullata","Goniopora_lobata",0.095
"Astreopora_cucullata","Montipora_delicatula",0.5536
"Astreopora_cucullata","Pavona_danai",0.2109
"Astreopora_cucullata","Porites_evermanni",0.5653
"Astreopora_cucullata","Sandalolitha_robusta",0.0857
"Dipsastraea_marshae","Goniopora_lobata",0.7291
"Dipsastraea_marshae","Montipora_delicatula",0.9695
"Dipsastraea_marshae","Pavona_danai",0.8726
"Dipsastraea_marshae","Porites_evermanni",0.9709
"Dipsastraea_marshae","Sandalolitha_robusta",0.7061
"Goniopora_lobata","Montipora_delicatula",0.826
"Goniopora_lobata","Pavona_danai",0.5056
"Goniopora_lobata","Porites_evermanni",0.8327
"Goniopora_lobata","Sandalolitha_robusta",0.264
"Montipora_delicatula","Pavona_danai",0.0797
"Montipora_delicatula","Porites_evermanni",0.2964
"Montipora_delicatula","Sandalolitha_robusta",0.0295
"Pavona_danai","Porites_evermanni",0.6617
"Pavona_danai","Sandalolitha_robusta",0.1235
"Porites_evermanni","Sandalolitha_robusta",0.0281
