"species_names"
"Coscinaraea_hahazimaensis"
"Astreopora_scabra"
"Blastomussa_wellsi"
"Goniopora_paliformis"
"Dipsastraea_favus"
"Heteropsammia_eupsammides"
"Mycedium_umbra"
"Goniopora_tantillus"
"Caulastraea_echinulata"
