"species1","species2","prob.species1.wins"
"Goniopora_stokesi","Isopora_cuneata",0.6066
"Goniopora_stokesi","Madracis_decactis",0.0998
"Goniopora_stokesi","Madracis_formosa",0.2542
"Goniopora_stokesi","Madracis_pharensis",0.0999
"Goniopora_stokesi","Porites_echinulata",0.1225
"Goniopora_stokesi","Porites_napopora",0.5682
"Goniopora_stokesi","Porites_pukoensis",0.0822
"Goniopora_stokesi","Stylocoeniella_guentheri",0.5251
"Isopora_cuneata","Madracis_decactis",0.0281
"Isopora_cuneata","Madracis_formosa",0.0816
"Isopora_cuneata","Madracis_pharensis",0.0281
"Isopora_cuneata","Porites_echinulata",0.0351
"Isopora_cuneata","Porites_napopora",0.2554
"Isopora_cuneata","Porites_pukoensis",0.0228
"Isopora_cuneata","Stylocoeniella_guentheri",0.2237
"Madracis_decactis","Madracis_formosa",0.5526
"Madracis_decactis","Madracis_pharensis",0.2868
"Madracis_decactis","Porites_echinulata",0.336
"Madracis_decactis","Porites_napopora",0.8266
"Madracis_decactis","Porites_pukoensis",0.2451
"Madracis_decactis","Stylocoeniella_guentheri",0.8003
"Madracis_formosa","Madracis_pharensis",0.1157
"Madracis_formosa","Porites_echinulata",0.1413
"Madracis_formosa","Porites_napopora",0.608
"Madracis_formosa","Porites_pukoensis",0.0955
"Madracis_formosa","Stylocoeniella_guentheri",0.5659
"Madracis_pharensis","Porites_echinulata",0.3358
"Madracis_pharensis","Porites_napopora",0.8265
"Madracis_pharensis","Porites_pukoensis",0.245
"Madracis_pharensis","Stylocoeniella_guentheri",0.8001
"Porites_echinulata","Porites_napopora",0.7911
"Porites_echinulata","Porites_pukoensis",0.205
"Porites_echinulata","Stylocoeniella_guentheri",0.7609
"Porites_napopora","Porites_pukoensis",0.0266
"Porites_napopora","Stylocoeniella_guentheri",0.2524
"Porites_pukoensis","Stylocoeniella_guentheri",0.8322
