"species1","species2","prob.species1.wins"
"Acropora_echinata","Acropora_pharaonis",0.0888
"Acropora_echinata","Anacropora_pillai",0.2301
"Acropora_echinata","Caulastraea_furcata",0.0154
"Acropora_echinata","Goniopora_albiconus",0.1358
"Acropora_echinata","Leptoseris_hawaiiensis",0.2682
"Acropora_echinata","Merulina_triangularis",0.0172
"Acropora_echinata","Montipora_hoffmeisteri",0.3382
"Acropora_pharaonis","Anacropora_pillai",0.5518
"Acropora_pharaonis","Caulastraea_furcata",0.0606
"Acropora_pharaonis","Goniopora_albiconus",0.393
"Acropora_pharaonis","Leptoseris_hawaiiensis",0.6016
"Acropora_pharaonis","Merulina_triangularis",0.0673
"Acropora_pharaonis","Montipora_hoffmeisteri",0.6781
"Anacropora_pillai","Caulastraea_furcata",0.0206
"Anacropora_pillai","Goniopora_albiconus",0.1744
"Anacropora_pillai","Leptoseris_hawaiiensis",0.3301
"Anacropora_pillai","Merulina_triangularis",0.023
"Anacropora_pillai","Montipora_hoffmeisteri",0.4073
"Caulastraea_furcata","Goniopora_albiconus",0.8012
"Caulastraea_furcata","Leptoseris_hawaiiensis",0.9038
"Caulastraea_furcata","Merulina_triangularis",0.3099
"Caulastraea_furcata","Montipora_hoffmeisteri",0.9291
"Goniopora_albiconus","Leptoseris_hawaiiensis",0.4838
"Goniopora_albiconus","Merulina_triangularis",0.0429
"Goniopora_albiconus","Montipora_hoffmeisteri",0.5666
"Leptoseris_hawaiiensis","Merulina_triangularis",0.0188
"Leptoseris_hawaiiensis","Montipora_hoffmeisteri",0.3592
"Merulina_triangularis","Montipora_hoffmeisteri",0.9214
