"species1","species2","prob.species1.wins"
"Acropora_abrolhosensis","Acropora_cervicornis",0.1004
"Acropora_abrolhosensis","Acropora_rudis",0.1433
"Acropora_abrolhosensis","Anacropora_matthai",0.4365
"Acropora_abrolhosensis","Galaxea_fascicularis",0.0486
"Acropora_abrolhosensis","Goniastrea_ramosa",0.0556
"Acropora_abrolhosensis","Lobophyllia_corymbosa",0.007
"Acropora_abrolhosensis","Pavona_venosa",0.0663
"Acropora_abrolhosensis","Pectinia_maxima",0.0228
"Acropora_cervicornis","Acropora_rudis",0.3759
"Acropora_cervicornis","Anacropora_matthai",0.736
"Acropora_cervicornis","Galaxea_fascicularis",0.1553
"Acropora_cervicornis","Goniastrea_ramosa",0.1749
"Acropora_cervicornis","Lobophyllia_corymbosa",0.0247
"Acropora_cervicornis","Pavona_venosa",0.2035
"Acropora_cervicornis","Pectinia_maxima",0.0776
"Acropora_rudis","Anacropora_matthai",0.6504
"Acropora_rudis","Galaxea_fascicularis",0.1092
"Acropora_rudis","Goniastrea_ramosa",0.1239
"Acropora_rudis","Lobophyllia_corymbosa",0.0166
"Acropora_rudis","Pavona_venosa",0.1457
"Acropora_rudis","Pectinia_maxima",0.0532
"Anacropora_matthai","Galaxea_fascicularis",0.0258
"Anacropora_matthai","Goniastrea_ramosa",0.0296
"Anacropora_matthai","Lobophyllia_corymbosa",0.0036
"Anacropora_matthai","Pavona_venosa",0.0355
"Anacropora_matthai","Pectinia_maxima",0.012
"Galaxea_fascicularis","Goniastrea_ramosa",0.3167
"Galaxea_fascicularis","Lobophyllia_corymbosa",0.0525
"Galaxea_fascicularis","Pavona_venosa",0.3584
"Galaxea_fascicularis","Pectinia_maxima",0.1554
"Goniastrea_ramosa","Lobophyllia_corymbosa",0.0458
"Goniastrea_ramosa","Pavona_venosa",0.3263
"Goniastrea_ramosa","Pectinia_maxima",0.1376
"Lobophyllia_corymbosa","Pavona_venosa",0.8021
"Lobophyllia_corymbosa","Pectinia_maxima",0.5717
"Pavona_venosa","Pectinia_maxima",0.1169
