"species1","species2","prob.species1.wins"
"Acropora_abrolhosensis","Acropora_elseyi",0.3595
"Acropora_abrolhosensis","Coeloseris_mayeri",0.0338
"Acropora_abrolhosensis","Cycloseris_distorta",0.022
"Acropora_abrolhosensis","Favia_fragum",0.0278
"Acropora_abrolhosensis","Galaxea_cryptoramosa",0.0418
"Acropora_abrolhosensis","Isopora_palifera",0.2495
"Acropora_abrolhosensis","Pavona_clavus",0.1959
"Acropora_elseyi","Coeloseris_mayeri",0.0244
"Acropora_elseyi","Cycloseris_distorta",0.0159
"Acropora_elseyi","Favia_fragum",0.0201
"Acropora_elseyi","Galaxea_cryptoramosa",0.0303
"Acropora_elseyi","Isopora_palifera",0.1922
"Acropora_elseyi","Pavona_clavus",0.1485
"Coeloseris_mayeri","Cycloseris_distorta",0.2056
"Coeloseris_mayeri","Favia_fragum",0.2473
"Coeloseris_mayeri","Galaxea_cryptoramosa",0.334
"Coeloseris_mayeri","Isopora_palifera",0.7925
"Coeloseris_mayeri","Pavona_clavus",0.7368
"Cycloseris_distorta","Favia_fragum",0.3379
"Cycloseris_distorta","Galaxea_cryptoramosa",0.4378
"Cycloseris_distorta","Isopora_palifera",0.8557
"Cycloseris_distorta","Pavona_clavus",0.813
"Favia_fragum","Galaxea_cryptoramosa",0.3802
"Favia_fragum","Isopora_palifera",0.8237
"Favia_fragum","Pavona_clavus",0.7739
"Galaxea_cryptoramosa","Isopora_palifera",0.7537
"Galaxea_cryptoramosa","Pavona_clavus",0.6916
"Isopora_palifera","Pavona_clavus",0.2275
