"species1","species2","prob.species1.wins"
"Acropora_palmerae","Bernardpora_stutchburyi",0.1636
"Acropora_palmerae","Goniopora_pearsoni",0.0054
"Acropora_palmerae","Hydnophora_grandis",0.0628
"Acropora_palmerae","Montipora_cocosensis",0.1313
"Acropora_palmerae","Montipora_grisea",0.1679
"Acropora_palmerae","Mycedium_robokaki",0.0101
"Acropora_palmerae","Platygyra_crosslandi",0.0121
"Acropora_palmerae","Porites_arnaudi",0.15
"Bernardpora_stutchburyi","Goniopora_pearsoni",0.011
"Bernardpora_stutchburyi","Hydnophora_grandis",0.121
"Bernardpora_stutchburyi","Montipora_cocosensis",0.2368
"Bernardpora_stutchburyi","Montipora_grisea",0.293
"Bernardpora_stutchburyi","Mycedium_robokaki",0.0206
"Bernardpora_stutchburyi","Platygyra_crosslandi",0.0245
"Bernardpora_stutchburyi","Porites_arnaudi",0.266
"Goniopora_pearsoni","Hydnophora_grandis",0.8324
"Goniopora_pearsoni","Montipora_cocosensis",0.918
"Goniopora_pearsoni","Montipora_grisea",0.9373
"Goniopora_pearsoni","Mycedium_robokaki",0.4317
"Goniopora_pearsoni","Platygyra_crosslandi",0.4754
"Goniopora_pearsoni","Porites_arnaudi",0.929
"Hydnophora_grandis","Montipora_cocosensis",0.4752
"Hydnophora_grandis","Montipora_grisea",0.5473
"Hydnophora_grandis","Mycedium_robokaki",0.0579
"Hydnophora_grandis","Platygyra_crosslandi",0.0683
"Hydnophora_grandis","Porites_arnaudi",0.514
"Montipora_cocosensis","Montipora_grisea",0.3492
"Montipora_cocosensis","Mycedium_robokaki",0.0265
"Montipora_cocosensis","Platygyra_crosslandi",0.0315
"Montipora_cocosensis","Porites_arnaudi",0.3194
"Montipora_grisea","Mycedium_robokaki",0.02
"Montipora_grisea","Platygyra_crosslandi",0.0238
"Montipora_grisea","Porites_arnaudi",0.2601
"Mycedium_robokaki","Platygyra_crosslandi",0.3241
"Mycedium_robokaki","Porites_arnaudi",0.8737
"Platygyra_crosslandi","Porites_arnaudi",0.8529
