"species1","species2","prob.species1.wins"
"Alveopora_daedalea","Bernardpora_stutchburyi",0.4032
"Alveopora_daedalea","Echinophyllia_costata",0.0607
"Alveopora_daedalea","Goniopora_albiconus",0.2213
"Alveopora_daedalea","Goniopora_paliformis",0.1364
"Alveopora_daedalea","Montipora_angulata",0.3539
"Alveopora_daedalea","Porites_cumulatus",0.2683
"Alveopora_daedalea","Porites_sillimaniani",0.2589
"Bernardpora_stutchburyi","Echinophyllia_costata",0.037
"Bernardpora_stutchburyi","Goniopora_albiconus",0.1446
"Bernardpora_stutchburyi","Goniopora_paliformis",0.0858
"Bernardpora_stutchburyi","Montipora_angulata",0.2457
"Bernardpora_stutchburyi","Porites_cumulatus",0.179
"Bernardpora_stutchburyi","Porites_sillimaniani",0.172
"Echinophyllia_costata","Goniopora_albiconus",0.6385
"Echinophyllia_costata","Goniopora_paliformis",0.4953
"Echinophyllia_costata","Montipora_angulata",0.7729
"Echinophyllia_costata","Porites_cumulatus",0.695
"Echinophyllia_costata","Porites_sillimaniani",0.6847
"Goniopora_albiconus","Goniopora_paliformis",0.1825
"Goniopora_albiconus","Montipora_angulata",0.4364
"Goniopora_albiconus","Porites_cumulatus",0.3414
"Goniopora_albiconus","Porites_sillimaniani",0.3306
"Goniopora_paliformis","Montipora_angulata",0.5822
"Goniopora_paliformis","Porites_cumulatus",0.4827
"Goniopora_paliformis","Porites_sillimaniani",0.4706
"Montipora_angulata","Porites_cumulatus",0.212
"Montipora_angulata","Porites_sillimaniani",0.204
"Porites_cumulatus","Porites_sillimaniani",0.2768
