"species1","species2","prob.species1.wins"
"Alveopora_tizardi","Astrea_devantieri",0.0054
"Alveopora_tizardi","Astreopora_expansa",0.1759
"Alveopora_tizardi","Colpophyllia_natans",0.0021
"Alveopora_tizardi","Echinopora_ashmorensis",0.0235
"Alveopora_tizardi","Montipora_foveolata",0.1143
"Alveopora_tizardi","Platygyra_contorta",0.0202
"Astrea_devantieri","Astreopora_expansa",0.9409
"Astrea_devantieri","Colpophyllia_natans",0.1332
"Astrea_devantieri","Echinopora_ashmorensis",0.6419
"Astrea_devantieri","Montipora_foveolata",0.9059
"Astrea_devantieri","Platygyra_contorta",0.6056
"Astreopora_expansa","Colpophyllia_natans",0.0039
"Astreopora_expansa","Echinopora_ashmorensis",0.0433
"Astreopora_expansa","Montipora_foveolata",0.1955
"Astreopora_expansa","Platygyra_contorta",0.0373
"Colpophyllia_natans","Echinopora_ashmorensis",0.8241
"Colpophyllia_natans","Montipora_foveolata",0.9618
"Colpophyllia_natans","Platygyra_contorta",0.8005
"Echinopora_ashmorensis","Montipora_foveolata",0.6833
"Echinopora_ashmorensis","Platygyra_contorta",0.256
"Montipora_foveolata","Platygyra_contorta",0.0602
