"species1","species2","prob.species1.wins"
"Acropora_parahemprichii","Echinophyllia_echinata",0.3525
"Acropora_parahemprichii","Echinophyllia_echinoporoides",0.2454
"Acropora_parahemprichii","Goniastrea_ramosa",0.2357
"Acropora_parahemprichii","Montipora_floweri",0.9269
"Acropora_parahemprichii","Montipora_hirsuta",0.6945
"Acropora_parahemprichii","Pavona_maldivensis",0.5289
"Acropora_parahemprichii","Stylocoeniella_guentheri",0.8067
"Acropora_parahemprichii","Stylophora_kuehlmanni",0.5657
"Echinophyllia_echinata","Echinophyllia_echinoporoides",0.1935
"Echinophyllia_echinata","Goniastrea_ramosa",0.1854
"Echinophyllia_echinata","Montipora_floweri",0.9034
"Echinophyllia_echinata","Montipora_hirsuta",0.6266
"Echinophyllia_echinata","Pavona_maldivensis",0.4531
"Echinophyllia_echinata","Stylocoeniella_guentheri",0.7549
"Echinophyllia_echinata","Stylophora_kuehlmanni",0.4902
"Echinophyllia_echinoporoides","Goniastrea_ramosa",0.2759
"Echinophyllia_echinoporoides","Montipora_floweri",0.94
"Echinophyllia_echinoporoides","Montipora_hirsuta",0.7375
"Echinophyllia_echinoporoides","Pavona_maldivensis",0.5811
"Echinophyllia_echinoporoides","Stylocoeniella_guentheri",0.8375
"Echinophyllia_echinoporoides","Stylophora_kuehlmanni",0.6168
"Goniastrea_ramosa","Montipora_floweri",0.9429
"Goniastrea_ramosa","Montipora_hirsuta",0.7476
"Goniastrea_ramosa","Pavona_maldivensis",0.5939
"Goniastrea_ramosa","Stylocoeniella_guentheri",0.8446
"Goniastrea_ramosa","Stylophora_kuehlmanni",0.6293
"Montipora_floweri","Montipora_hirsuta",0.0672
"Montipora_floweri","Pavona_maldivensis",0.0344
"Montipora_floweri","Stylocoeniella_guentheri",0.1168
"Montipora_floweri","Stylophora_kuehlmanni",0.0397
"Montipora_hirsuta","Pavona_maldivensis",0.1655
"Montipora_hirsuta","Stylocoeniella_guentheri",0.4244
"Montipora_hirsuta","Stylophora_kuehlmanni",0.1871
"Pavona_maldivensis","Stylocoeniella_guentheri",0.5989
"Pavona_maldivensis","Stylophora_kuehlmanni",0.318
"Stylocoeniella_guentheri","Stylophora_kuehlmanni",0.1115
