"species1","species2","prob.species1.wins"
"Acropora_hoeksemai","Leptoseris_hawaiiensis",0.666
"Acropora_hoeksemai","Montipora_digitata",0.6072
"Acropora_hoeksemai","Montipora_pachytuberculata",0.3346
"Acropora_hoeksemai","Porites_cocosensis",0.2617
"Acropora_hoeksemai","Porites_lobata",0.7721
"Acropora_hoeksemai","Porites_sillimaniani",0.5124
"Leptoseris_hawaiiensis","Montipora_digitata",0.2376
"Leptoseris_hawaiiensis","Montipora_pachytuberculata",0.092
"Leptoseris_hawaiiensis","Porites_cocosensis",0.0667
"Leptoseris_hawaiiensis","Porites_lobata",0.4057
"Leptoseris_hawaiiensis","Porites_sillimaniani",0.1747
"Montipora_digitata","Montipora_pachytuberculata",0.1156
"Montipora_digitata","Porites_cocosensis",0.0844
"Montipora_digitata","Porites_lobata",0.4682
"Montipora_digitata","Porites_sillimaniani",0.2145
"Montipora_pachytuberculata","Porites_cocosensis",0.2207
"Montipora_pachytuberculata","Porites_lobata",0.7302
"Montipora_pachytuberculata","Porites_sillimaniani",0.4564
"Porites_cocosensis","Porites_lobata",0.7934
"Porites_cocosensis","Porites_sillimaniani",0.5436
"Porites_lobata","Porites_sillimaniani",0.1108
