"species1","species2","prob.species1.wins"
"Acropora_clathrata","Acropora_downingi",0.0702
"Acropora_clathrata","Acropora_muricata",0.1839
"Acropora_clathrata","Acropora_parapharaonis",0.0379
"Acropora_clathrata","Acropora_plumosa",0.1387
"Acropora_clathrata","Acropora_spicifera",0.2975
"Acropora_clathrata","Acropora_squarrosa",0.1276
"Acropora_clathrata","Alveopora_catalai",0.0267
"Acropora_downingi","Acropora_muricata",0.5452
"Acropora_downingi","Acropora_parapharaonis",0.1732
"Acropora_downingi","Acropora_plumosa",0.4615
"Acropora_downingi","Acropora_spicifera",0.6927
"Acropora_downingi","Acropora_squarrosa",0.4378
"Acropora_downingi","Alveopora_catalai",0.1275
"Acropora_muricata","Acropora_parapharaonis",0.0656
"Acropora_muricata","Acropora_plumosa",0.2231
"Acropora_muricata","Acropora_spicifera",0.4304
"Acropora_muricata","Acropora_squarrosa",0.207
"Acropora_muricata","Alveopora_catalai",0.0467
"Acropora_parapharaonis","Acropora_plumosa",0.6217
"Acropora_parapharaonis","Acropora_spicifera",0.8122
"Acropora_parapharaonis","Acropora_squarrosa",0.599
"Acropora_parapharaonis","Alveopora_catalai",0.2189
"Acropora_plumosa","Acropora_spicifera",0.5139
"Acropora_plumosa","Acropora_squarrosa",0.2675
"Acropora_plumosa","Alveopora_catalai",0.0641
"Acropora_spicifera","Acropora_squarrosa",0.1219
"Acropora_spicifera","Alveopora_catalai",0.0254
"Acropora_squarrosa","Alveopora_catalai",0.0701
