"species1","species2","prob.species1.wins"
"Acropora_monticulosa","Alveopora_allingi",0.111
"Acropora_monticulosa","Alveopora_catalai",0.0178
"Acropora_monticulosa","Alveopora_gigas",0.0178
"Acropora_monticulosa","Goniopora_ciliatus",0.0228
"Acropora_monticulosa","Pavona_cactus",0.156
"Acropora_monticulosa","Pavona_clavus",0.0727
"Acropora_monticulosa","Pavona_frondifera",0.0745
"Alveopora_allingi","Alveopora_catalai",0.055
"Alveopora_allingi","Alveopora_gigas",0.0551
"Alveopora_allingi","Goniopora_ciliatus",0.0699
"Alveopora_allingi","Pavona_cactus",0.373
"Alveopora_allingi","Pavona_clavus",0.2015
"Alveopora_allingi","Pavona_frondifera",0.2057
"Alveopora_catalai","Alveopora_gigas",0.2869
"Alveopora_catalai","Goniopora_ciliatus",0.3414
"Alveopora_catalai","Pavona_cactus",0.804
"Alveopora_catalai","Pavona_clavus",0.6351
"Alveopora_catalai","Pavona_frondifera",0.6411
"Alveopora_gigas","Goniopora_ciliatus",0.341
"Alveopora_gigas","Pavona_cactus",0.8038
"Alveopora_gigas","Pavona_clavus",0.6348
"Alveopora_gigas","Pavona_frondifera",0.6408
"Goniopora_ciliatus","Pavona_cactus",0.7608
"Goniopora_ciliatus","Pavona_clavus",0.5744
"Goniopora_ciliatus","Pavona_frondifera",0.5807
"Pavona_cactus","Pavona_clavus",0.1456
"Pavona_cactus","Pavona_frondifera",0.1489
"Pavona_clavus","Pavona_frondifera",0.2919
