"species1","species2","prob.species1.wins"
"Anacropora_pillai","Anomastraea_irregularis",0.0661
"Anacropora_pillai","Astreopora_listeri",0.2626
"Anacropora_pillai","Madracis_decactis",0.0514
"Anacropora_pillai","Madracis_mirabilis",0.0418
"Anacropora_pillai","Pocillopora_damicornis",0.3152
"Anacropora_pillai","Porites_panamensis",0.1579
"Anomastraea_irregularis","Astreopora_listeri",0.669
"Anomastraea_irregularis","Madracis_decactis",0.2351
"Anomastraea_irregularis","Madracis_mirabilis",0.1986
"Anomastraea_irregularis","Pocillopora_damicornis",0.7232
"Anomastraea_irregularis","Porites_panamensis",0.5155
"Astreopora_listeri","Madracis_decactis",0.0576
"Astreopora_listeri","Madracis_mirabilis",0.047
"Astreopora_listeri","Pocillopora_damicornis",0.3418
"Astreopora_listeri","Porites_panamensis",0.1746
"Madracis_decactis","Madracis_mirabilis",0.2447
"Madracis_decactis","Pocillopora_damicornis",0.7735
"Madracis_decactis","Porites_panamensis",0.5818
"Madracis_mirabilis","Pocillopora_damicornis",0.809
"Madracis_mirabilis","Porites_panamensis",0.633
"Pocillopora_damicornis","Porites_panamensis",0.1406
