"species1","species2","prob.species1.wins"
"Acropora_bushyensis","Astrea_curta",0.1216
"Acropora_bushyensis","Cyphastrea_chalcidicum",0.3396
"Acropora_bushyensis","Homophyllia_australis",0.0038
"Acropora_bushyensis","Meandrina_meandrites",0.0133
"Acropora_bushyensis","Montipora_friabilis",0.7342
"Acropora_bushyensis","Pavona_maldivensis",0.2732
"Acropora_bushyensis","Polyphyllia_talpina",0.1173
"Astrea_curta","Cyphastrea_chalcidicum",0.5988
"Astrea_curta","Homophyllia_australis",0.011
"Astrea_curta","Meandrina_meandrites",0.0377
"Astrea_curta","Montipora_friabilis",0.8891
"Astrea_curta","Pavona_maldivensis",0.5218
"Astrea_curta","Polyphyllia_talpina",0.2784
"Cyphastrea_chalcidicum","Homophyllia_australis",0.003
"Cyphastrea_chalcidicum","Meandrina_meandrites",0.0104
"Cyphastrea_chalcidicum","Montipora_friabilis",0.6834
"Cyphastrea_chalcidicum","Pavona_maldivensis",0.227
"Cyphastrea_chalcidicum","Polyphyllia_talpina",0.0941
"Homophyllia_australis","Meandrina_meandrites",0.5851
"Homophyllia_australis","Montipora_friabilis",0.9965
"Homophyllia_australis","Pavona_maldivensis",0.9752
"Homophyllia_australis","Polyphyllia_talpina",0.9329
"Meandrina_meandrites","Montipora_friabilis",0.988
"Meandrina_meandrites","Pavona_maldivensis",0.918
"Meandrina_meandrites","Polyphyllia_talpina",0.7983
"Montipora_friabilis","Pavona_maldivensis",0.0518
"Montipora_friabilis","Polyphyllia_talpina",0.019
"Pavona_maldivensis","Polyphyllia_talpina",0.1244
