"species1","species2","prob.species1.wins"
"Acropora_granulosa","Acropora_millepora",0.176
"Acropora_granulosa","Acropora_pharaonis",0.0967
"Acropora_granulosa","Cantharellus_noumeae",7e-04
"Acropora_granulosa","Diploastrea_heliopora",0.0624
"Acropora_granulosa","Leptoseris_papyracea",0.1879
"Acropora_granulosa","Meandrina_meandrites",0.0042
"Acropora_granulosa","Pavona_varians",0.0492
"Acropora_granulosa","Pleuractis_granulosa",0.0011
"Acropora_millepora","Acropora_pharaonis",0.1677
"Acropora_millepora","Cantharellus_noumeae",0.0012
"Acropora_millepora","Diploastrea_heliopora",0.1112
"Acropora_millepora","Leptoseris_papyracea",0.3032
"Acropora_millepora","Meandrina_meandrites",0.0079
"Acropora_millepora","Pavona_varians",0.0887
"Acropora_millepora","Pleuractis_granulosa",0.0021
"Acropora_pharaonis","Cantharellus_noumeae",0.0025
"Acropora_pharaonis","Diploastrea_heliopora",0.1997
"Acropora_pharaonis","Leptoseris_papyracea",0.4647
"Acropora_pharaonis","Meandrina_meandrites",0.0157
"Acropora_pharaonis","Pavona_varians",0.1625
"Acropora_pharaonis","Pleuractis_granulosa",0.0042
"Cantharellus_noumeae","Diploastrea_heliopora",0.9759
"Cantharellus_noumeae","Leptoseris_papyracea",0.9929
"Cantharellus_noumeae","Meandrina_meandrites",0.7215
"Cantharellus_noumeae","Pavona_varians",0.9692
"Cantharellus_noumeae","Pleuractis_granulosa",0.4045
"Diploastrea_heliopora","Leptoseris_papyracea",0.5829
"Diploastrea_heliopora","Meandrina_meandrites",0.0251
"Diploastrea_heliopora","Pavona_varians",0.2381
"Diploastrea_heliopora","Pleuractis_granulosa",0.0067
"Leptoseris_papyracea","Meandrina_meandrites",0.0073
"Leptoseris_papyracea","Pavona_varians",0.0824
"Leptoseris_papyracea","Pleuractis_granulosa",0.0019
"Meandrina_meandrites","Pavona_varians",0.83
"Meandrina_meandrites","Pleuractis_granulosa",0.0953
"Pavona_varians","Pleuractis_granulosa",0.0086
