"species1","species2","prob.species1.wins"
"Acropora_bushyensis","Acropora_cytherea",0.5752
"Acropora_bushyensis","Acropora_kimbeensis",0.5529
"Acropora_bushyensis","Anacropora_spinosa",0.4827
"Acropora_bushyensis","Echinopora_fruticulosa",0.0385
"Acropora_bushyensis","Lobophyllia_dentata",0.0161
"Acropora_bushyensis","Porites_horizontalata",0.5072
"Acropora_bushyensis","Zoopilus_echinatus",0.0443
"Acropora_cytherea","Acropora_kimbeensis",0.2684
"Acropora_cytherea","Anacropora_spinosa",0.2168
"Acropora_cytherea","Echinopora_fruticulosa",0.0117
"Acropora_cytherea","Lobophyllia_dentata",0.0048
"Acropora_cytherea","Porites_horizontalata",0.2339
"Acropora_cytherea","Zoopilus_echinatus",0.0136
"Acropora_kimbeensis","Anacropora_spinosa",0.2326
"Acropora_kimbeensis","Echinopora_fruticulosa",0.0128
"Acropora_kimbeensis","Lobophyllia_dentata",0.0053
"Acropora_kimbeensis","Porites_horizontalata",0.2506
"Acropora_kimbeensis","Zoopilus_echinatus",0.0148
"Anacropora_spinosa","Echinopora_fruticulosa",0.0169
"Anacropora_spinosa","Lobophyllia_dentata",0.007
"Anacropora_spinosa","Porites_horizontalata",0.3071
"Anacropora_spinosa","Zoopilus_echinatus",0.0196
"Echinopora_fruticulosa","Lobophyllia_dentata",0.1414
"Echinopora_fruticulosa","Porites_horizontalata",0.9118
"Echinopora_fruticulosa","Zoopilus_echinatus",0.3175
"Lobophyllia_dentata","Porites_horizontalata",0.9619
"Lobophyllia_dentata","Zoopilus_echinatus",0.5316
"Porites_horizontalata","Zoopilus_echinatus",0.0178
