"species1","species2","prob.species1.wins"
"Acropora_granulosa","Cyphastrea_serailia",0.1754
"Acropora_granulosa","Euphyllia_cristata",0.0066
"Acropora_granulosa","Euphyllia_glabrescens",0.0123
"Acropora_granulosa","Isophyllia_sinuosa",0.0052
"Acropora_granulosa","Leptastrea_purpurea",0.0426
"Acropora_granulosa","Montipora_friabilis",0.4658
"Acropora_granulosa","Mycedium_robokaki",0.021
"Acropora_granulosa","Porites_echinulata",0.0528
"Cyphastrea_serailia","Euphyllia_cristata",0.0124
"Cyphastrea_serailia","Euphyllia_glabrescens",0.0229
"Cyphastrea_serailia","Isophyllia_sinuosa",0.0098
"Cyphastrea_serailia","Leptastrea_purpurea",0.0776
"Cyphastrea_serailia","Montipora_friabilis",0.6223
"Cyphastrea_serailia","Mycedium_robokaki",0.039
"Cyphastrea_serailia","Porites_echinulata",0.0952
"Euphyllia_cristata","Euphyllia_glabrescens",0.4292
"Euphyllia_cristata","Isophyllia_sinuosa",0.241
"Euphyllia_cristata","Leptastrea_purpurea",0.7292
"Euphyllia_cristata","Montipora_friabilis",0.9814
"Euphyllia_cristata","Mycedium_robokaki",0.5654
"Euphyllia_cristata","Porites_echinulata",0.7712
"Euphyllia_glabrescens","Isophyllia_sinuosa",0.145
"Euphyllia_glabrescens","Leptastrea_purpurea",0.59
"Euphyllia_glabrescens","Montipora_friabilis",0.9658
"Euphyllia_glabrescens","Mycedium_robokaki",0.4101
"Euphyllia_glabrescens","Porites_echinulata",0.643
"Isophyllia_sinuosa","Leptastrea_purpurea",0.7732
"Isophyllia_sinuosa","Montipora_friabilis",0.9853
"Isophyllia_sinuosa","Mycedium_robokaki",0.6222
"Isophyllia_sinuosa","Porites_echinulata",0.8101
"Leptastrea_purpurea","Montipora_friabilis",0.8873
"Leptastrea_purpurea","Mycedium_robokaki",0.1625
"Leptastrea_purpurea","Porites_echinulata",0.3346
"Montipora_friabilis","Mycedium_robokaki",0.0098
"Montipora_friabilis","Porites_echinulata",0.025
"Mycedium_robokaki","Porites_echinulata",0.5101
