"species1","species2","prob.species1.wins"
"Acropora_florida","Acropora_nana",.551
"Acropora_florida","Alveopora_japonica",.0569
"Acropora_florida","Cantharellus_noumeae",.0015
"Acropora_florida","Pavona_cactus",.4234
"Acropora_florida","Pavona_varians",.1067
"Acropora_florida","Seriatopora_caliendrum",.5376
"Acropora_nana","Alveopora_japonica",.0194
"Acropora_nana","Cantharellus_noumeae",.0005
"Acropora_nana","Pavona_cactus",.1939
"Acropora_nana","Pavona_varians",.0377
"Acropora_nana","Seriatopora_caliendrum",.2757
"Alveopora_japonica","Cantharellus_noumeae",.0101
"Alveopora_japonica","Pavona_cactus",.8301
"Alveopora_japonica","Pavona_varians",.443
"Alveopora_japonica","Seriatopora_caliendrum",.8855
"Cantharellus_noumeae","Pavona_cactus",.9949
"Cantharellus_noumeae","Pavona_varians",.9692
"Cantharellus_noumeae","Seriatopora_caliendrum",.9967
"Pavona_cactus","Pavona_varians",.0614
"Pavona_cactus","Seriatopora_caliendrum",.3888
"Pavona_varians","Seriatopora_caliendrum",.7963
