"species_names"
"Dipsastraea_vietnamensis"
"Echinophyllia_pectinata"
"Eusmilia_fastigiata"
"Lobophyllia_agaricia"
"Lobophyllia_erythraea"
"Lobophyllia_flabelliformis"
"Micromussa_lordhowensis"
"Nemenzophyllia_turbida"
"Platygyra_lamellina"
