"species1","species2","prob.species1.wins"
"Acropora_squarrosa","Alveopora_allingi",0.3422
"Acropora_squarrosa","Anacropora_spumosa",0.1581
"Acropora_squarrosa","Galaxea_fascicularis",0.0641
"Acropora_squarrosa","Goniopora_albiconus",0.2948
"Acropora_squarrosa","Merulina_triangularis",0.0445
"Acropora_squarrosa","Orbicella_annularis",0.051
"Acropora_squarrosa","Pocillopora_capitata",0.759
"Acropora_squarrosa","Porites_branneri",0.2087
"Alveopora_allingi","Anacropora_spumosa",0.1267
"Alveopora_allingi","Galaxea_fascicularis",0.0502
"Alveopora_allingi","Goniopora_albiconus",0.244
"Alveopora_allingi","Merulina_triangularis",0.0347
"Alveopora_allingi","Orbicella_annularis",0.0399
"Alveopora_allingi","Pocillopora_capitata",0.7087
"Alveopora_allingi","Porites_branneri",0.1692
"Anacropora_spumosa","Galaxea_fascicularis",0.1278
"Anacropora_spumosa","Goniopora_albiconus",0.4721
"Anacropora_spumosa","Merulina_triangularis",0.0907
"Anacropora_spumosa","Orbicella_annularis",0.1032
"Anacropora_spumosa","Pocillopora_capitata",0.8708
"Anacropora_spumosa","Porites_branneri",0.3607
"Galaxea_fascicularis","Goniopora_albiconus",0.7104
"Galaxea_fascicularis","Merulina_triangularis",0.2147
"Galaxea_fascicularis","Orbicella_annularis",0.2399
"Galaxea_fascicularis","Pocillopora_capitata",0.9487
"Galaxea_fascicularis","Porites_branneri",0.6075
"Goniopora_albiconus","Merulina_triangularis",0.0429
"Goniopora_albiconus","Orbicella_annularis",0.0492
"Goniopora_albiconus","Pocillopora_capitata",0.7517
"Goniopora_albiconus","Porites_branneri",0.2022
"Merulina_triangularis","Orbicella_annularis",0.3169
"Merulina_triangularis","Pocillopora_capitata",0.9645
"Merulina_triangularis","Porites_branneri",0.6946
"Orbicella_annularis","Pocillopora_capitata",0.9592
"Orbicella_annularis","Porites_branneri",0.6633
"Pocillopora_capitata","Porites_branneri",0.0325
