"species1","species2","prob.species1.wins"
"Acropora_abrotanoides","Acropora_bushyensis",0.0915
"Acropora_abrotanoides","Acropora_lokani",0.1488
"Acropora_abrotanoides","Montipora_digitata",0.1985
"Acropora_abrotanoides","Montipora_stilosa",0.3163
"Acropora_abrotanoides","Mycedium_steeni",0.0603
"Acropora_abrotanoides","Physophyllia_ayleni",0.0153
"Acropora_abrotanoides","Platygyra_crosslandi",0.0199
"Acropora_abrotanoides","Psammocora_contigua",0.2301
"Acropora_bushyensis","Acropora_lokani",0.411
"Acropora_bushyensis","Montipora_digitata",0.4971
"Acropora_bushyensis","Montipora_stilosa",0.6487
"Acropora_bushyensis","Mycedium_steeni",0.2038
"Acropora_bushyensis","Physophyllia_ayleni",0.0584
"Acropora_bushyensis","Platygyra_crosslandi",0.0751
"Acropora_bushyensis","Psammocora_contigua",0.544
"Acropora_lokani","Montipora_digitata",0.3628
"Acropora_lokani","Montipora_stilosa",0.5154
"Acropora_lokani","Mycedium_steeni",0.1285
"Acropora_lokani","Physophyllia_ayleni",0.0345
"Acropora_lokani","Platygyra_crosslandi",0.0447
"Acropora_lokani","Psammocora_contigua",0.4073
"Montipora_digitata","Montipora_stilosa",0.4288
"Montipora_digitata","Mycedium_steeni",0.0943
"Montipora_digitata","Physophyllia_ayleni",0.0246
"Montipora_digitata","Platygyra_crosslandi",0.032
"Montipora_digitata","Psammocora_contigua",0.3266
"Montipora_stilosa","Mycedium_steeni",0.0528
"Montipora_stilosa","Physophyllia_ayleni",0.0133
"Montipora_stilosa","Platygyra_crosslandi",0.0174
"Montipora_stilosa","Psammocora_contigua",0.2061
"Mycedium_steeni","Physophyllia_ayleni",0.0887
"Mycedium_steeni","Platygyra_crosslandi",0.1131
"Mycedium_steeni","Psammocora_contigua",0.6519
"Physophyllia_ayleni","Platygyra_crosslandi",0.3449
"Physophyllia_ayleni","Psammocora_contigua",0.8855
"Platygyra_crosslandi","Psammocora_contigua",0.8551
