"species1","species2","prob.species1.wins"
"Astreopora_randalli","Astreopora_scabra",0.1065
"Astreopora_randalli","Montipora_cebuensis",0.4259
"Astreopora_randalli","Montipora_hispida",0.2219
"Astreopora_randalli","Montipora_informis",0.2082
"Astreopora_randalli","Pocillopora_fungiformis",0.07
"Astreopora_randalli","Porites_arnaudi",0.182
"Astreopora_randalli","Porites_somaliensis",0.0708
"Astreopora_randalli","Scapophyllia_cylindrica",0.0915
"Astreopora_scabra","Montipora_cebuensis",0.7144
"Astreopora_scabra","Montipora_hispida",0.4902
"Astreopora_scabra","Montipora_informis",0.4699
"Astreopora_scabra","Pocillopora_fungiformis",0.2024
"Astreopora_scabra","Porites_arnaudi",0.4286
"Astreopora_scabra","Porites_somaliensis",0.2044
"Astreopora_scabra","Scapophyllia_cylindrica",0.2536
"Montipora_cebuensis","Montipora_hispida",0.1338
"Montipora_cebuensis","Montipora_informis",0.1246
"Montipora_cebuensis","Pocillopora_fungiformis",0.0392
"Montipora_cebuensis","Porites_arnaudi",0.1075
"Montipora_cebuensis","Porites_somaliensis",0.0396
"Montipora_cebuensis","Scapophyllia_cylindrica",0.0517
"Montipora_hispida","Montipora_informis",0.2703
"Montipora_hispida","Pocillopora_fungiformis",0.0959
"Montipora_hispida","Porites_arnaudi",0.2387
"Montipora_hispida","Porites_somaliensis",0.0969
"Montipora_hispida","Scapophyllia_cylindrica",0.1243
"Montipora_informis","Pocillopora_fungiformis",0.1032
"Montipora_informis","Porites_arnaudi",0.2537
"Montipora_informis","Porites_somaliensis",0.1043
"Montipora_informis","Scapophyllia_cylindrica",0.1335
"Pocillopora_fungiformis","Porites_arnaudi",0.5429
"Pocillopora_fungiformis","Porites_somaliensis",0.2891
"Pocillopora_fungiformis","Scapophyllia_cylindrica",0.3498
"Porites_arnaudi","Porites_somaliensis",0.121
"Porites_arnaudi","Scapophyllia_cylindrica",0.154
"Porites_somaliensis","Scapophyllia_cylindrica",0.347
