"species1","species2","prob.species1.wins"
"Danafungia_horrida","Echinophyllia_echinata",0.9758
"Danafungia_horrida","Goniastrea_favulus",0.9808
"Danafungia_horrida","Goniopora_columna",0.9869
"Danafungia_horrida","Leptoseris_striata",0.9841
"Danafungia_horrida","Lobophyllia_hemprichii",0.8601
"Danafungia_horrida","Merulina_ampliata",0.9808
"Danafungia_horrida","Pachyseris_involuta",0.9536
"Echinophyllia_echinata","Goniastrea_favulus",0.3376
"Echinophyllia_echinata","Goniopora_columna",0.4291
"Echinophyllia_echinata","Leptoseris_striata",0.381
"Echinophyllia_echinata","Lobophyllia_hemprichii",0.0577
"Echinophyllia_echinata","Merulina_ampliata",0.3372
"Echinophyllia_echinata","Pachyseris_involuta",0.1701
"Goniastrea_favulus","Goniopora_columna",0.372
"Goniastrea_favulus","Leptoseris_striata",0.3267
"Goniastrea_favulus","Lobophyllia_hemprichii",0.046
"Goniastrea_favulus","Merulina_ampliata",0.2862
"Goniastrea_favulus","Pachyseris_involuta",0.1391
"Goniopora_columna","Leptoseris_striata",0.2476
"Goniopora_columna","Lobophyllia_hemprichii",0.0317
"Goniopora_columna","Merulina_ampliata",0.2138
"Goniopora_columna","Pachyseris_involuta",0.0987
"Leptoseris_striata","Lobophyllia_hemprichii",0.0384
"Leptoseris_striata","Merulina_ampliata",0.2493
"Leptoseris_striata","Pachyseris_involuta",0.118
"Lobophyllia_hemprichii","Merulina_ampliata",0.7695
"Lobophyllia_hemprichii","Pachyseris_involuta",0.5735
"Merulina_ampliata","Pachyseris_involuta",0.1393
