"species1","species2","prob.species1.wins"
"Acropora_aculeus","Acropora_polystoma",0.1827
"Acropora_aculeus","Cantharellus_doederleini",9e-04
"Acropora_aculeus","Dendrogyra_cylindrus",0.0176
"Acropora_aculeus","Diploria_labyrinthiformis",0.0058
"Acropora_aculeus","Leptastrea_purpurea",0.0203
"Acropora_aculeus","Manicina_areolata",0.0016
"Acropora_aculeus","Polyphyllia_novaehiberniae",0.0162
"Acropora_aculeus","Psammocora_contigua",0.149
"Acropora_polystoma","Cantharellus_doederleini",0.0016
"Acropora_polystoma","Dendrogyra_cylindrus",0.0312
"Acropora_polystoma","Diploria_labyrinthiformis",0.0104
"Acropora_polystoma","Leptastrea_purpurea",0.0359
"Acropora_polystoma","Manicina_areolata",0.003
"Acropora_polystoma","Polyphyllia_novaehiberniae",0.0287
"Acropora_polystoma","Psammocora_contigua",0.2394
"Cantharellus_doederleini","Dendrogyra_cylindrus",0.8925
"Cantharellus_doederleini","Diploria_labyrinthiformis",0.7302
"Cantharellus_doederleini","Leptastrea_purpurea",0.9055
"Cantharellus_doederleini","Manicina_areolata",0.4336
"Cantharellus_doederleini","Polyphyllia_novaehiberniae",0.8839
"Cantharellus_doederleini","Psammocora_contigua",0.9878
"Dendrogyra_cylindrus","Diploria_labyrinthiformis",0.1158
"Dendrogyra_cylindrus","Leptastrea_purpurea",0.317
"Dendrogyra_cylindrus","Manicina_areolata",0.0357
"Dendrogyra_cylindrus","Polyphyllia_novaehiberniae",0.2693
"Dendrogyra_cylindrus","Psammocora_contigua",0.7971
"Diploria_labyrinthiformis","Leptastrea_purpurea",0.5874
"Diploria_labyrinthiformis","Manicina_areolata",0.1021
"Diploria_labyrinthiformis","Polyphyllia_novaehiberniae",0.5306
"Diploria_labyrinthiformis","Psammocora_contigua",0.9234
"Leptastrea_purpurea","Manicina_areolata",0.0311
"Leptastrea_purpurea","Polyphyllia_novaehiberniae",0.2419
"Leptastrea_purpurea","Psammocora_contigua",0.7728
"Manicina_areolata","Polyphyllia_novaehiberniae",0.7998
"Manicina_areolata","Psammocora_contigua",0.9771
"Polyphyllia_novaehiberniae","Psammocora_contigua",0.8107
