"species1","species2","prob.species1.wins"
"Acropora_millepora","Alveopora_allingi",0.2877
"Acropora_millepora","Alveopora_marionensis",0.2069
"Acropora_millepora","Echinophyllia_orpheensis",0.081
"Acropora_millepora","Leptoseris_cailleti",0.101
"Acropora_millepora","Stylocoeniella_armata",0.3175
"Acropora_millepora","Zoopilus_echinatus",0.0268
"Alveopora_allingi","Alveopora_marionensis",0.2061
"Alveopora_allingi","Echinophyllia_orpheensis",0.0806
"Alveopora_allingi","Leptoseris_cailleti",0.1006
"Alveopora_allingi","Stylocoeniella_armata",0.3163
"Alveopora_allingi","Zoopilus_echinatus",0.0266
"Alveopora_marionensis","Echinophyllia_orpheensis",0.1194
"Alveopora_marionensis","Leptoseris_cailleti",0.1475
"Alveopora_marionensis","Stylocoeniella_armata",0.4173
"Alveopora_marionensis","Zoopilus_echinatus",0.0406
"Echinophyllia_orpheensis","Leptoseris_cailleti",0.3389
"Echinophyllia_orpheensis","Stylocoeniella_armata",0.6796
"Echinophyllia_orpheensis","Zoopilus_echinatus",0.1115
"Leptoseris_cailleti","Stylocoeniella_armata",0.6245
"Leptoseris_cailleti","Zoopilus_echinatus",0.0895
"Stylocoeniella_armata","Zoopilus_echinatus",0.0232
