"species1","species2","prob.species1.wins"
"Acropora_abrotanoides","Acropora_intermedia",0.1221
"Acropora_abrotanoides","Acropora_listeri",0.2961
"Acropora_abrotanoides","Anacropora_reticulata",0.1698
"Acropora_abrotanoides","Astreopora_cucullata",0.1985
"Acropora_abrotanoides","Madracis_asanoi",0.0089
"Acropora_abrotanoides","Madracis_mirabilis",0.0275
"Acropora_abrotanoides","Pectinia_maxima",0.0102
"Acropora_intermedia","Acropora_listeri",0.5486
"Acropora_intermedia","Anacropora_reticulata",0.3715
"Acropora_intermedia","Astreopora_cucullata",0.417
"Acropora_intermedia","Madracis_asanoi",0.0252
"Acropora_intermedia","Madracis_mirabilis",0.0756
"Acropora_intermedia","Pectinia_maxima",0.0288
"Acropora_listeri","Anacropora_reticulata",0.1635
"Acropora_listeri","Astreopora_cucullata",0.1913
"Acropora_listeri","Madracis_asanoi",0.0085
"Acropora_listeri","Madracis_mirabilis",0.0263
"Acropora_listeri","Pectinia_maxima",0.0097
"Anacropora_reticulata","Astreopora_cucullata",0.3272
"Anacropora_reticulata","Madracis_asanoi",0.0173
"Anacropora_reticulata","Madracis_mirabilis",0.0527
"Anacropora_reticulata","Pectinia_maxima",0.0198
"Astreopora_cucullata","Madracis_asanoi",0.0143
"Astreopora_cucullata","Madracis_mirabilis",0.0439
"Astreopora_cucullata","Pectinia_maxima",0.0164
"Madracis_asanoi","Madracis_mirabilis",0.5593
"Madracis_asanoi","Pectinia_maxima",0.3154
"Madracis_mirabilis","Pectinia_maxima",0.1273
