"species1","species2","prob.species1.wins"
"Acropora_hoeksemai","Anacropora_spumosa",0.2775
"Acropora_hoeksemai","Astreopora_ocellata",0.5861
"Acropora_hoeksemai","Echinophyllia_echinoporoides",0.1455
"Acropora_hoeksemai","Goniastrea_ramosa",0.1391
"Acropora_hoeksemai","Isopora_palifera",0.4769
"Acropora_hoeksemai","Stylophora_madagascarensis",0.0836
"Anacropora_spumosa","Astreopora_ocellata",0.5971
"Anacropora_spumosa","Echinophyllia_echinoporoides",0.1512
"Anacropora_spumosa","Goniastrea_ramosa",0.1446
"Anacropora_spumosa","Isopora_palifera",0.4882
"Anacropora_spumosa","Stylophora_madagascarensis",0.0871
"Astreopora_ocellata","Echinophyllia_echinoporoides",0.0461
"Astreopora_ocellata","Goniastrea_ramosa",0.0438
"Astreopora_ocellata","Isopora_palifera",0.2055
"Astreopora_ocellata","Stylophora_madagascarensis",0.0252
"Echinophyllia_echinoporoides","Goniastrea_ramosa",0.2759
"Echinophyllia_echinoporoides","Isopora_palifera",0.6826
"Echinophyllia_echinoporoides","Stylophora_madagascarensis",0.1771
"Goniastrea_ramosa","Isopora_palifera",0.694
"Goniastrea_ramosa","Stylophora_madagascarensis",0.1849
"Isopora_palifera","Stylophora_madagascarensis",0.0386
