"species1","species2","prob.species1.wins"
"Agaricia_grahamae","Agaricia_humilis",0.2093
"Agaricia_grahamae","Agaricia_tenuifolia",0.2495
"Agaricia_grahamae","Agaricia_undata",0.4851
"Agaricia_grahamae","Madracis_senaria",0.5551
"Agaricia_grahamae","Micromussa_multipunctata",0.5315
"Agaricia_grahamae","Mycetophyllia_ferox",0.1089
"Agaricia_grahamae","Scolymia_lacera",0.0272
"Agaricia_humilis","Agaricia_tenuifolia",0.3354
"Agaricia_humilis","Agaricia_undata",0.5885
"Agaricia_humilis","Madracis_senaria",0.6545
"Agaricia_humilis","Micromussa_multipunctata",0.6326
"Agaricia_humilis","Mycetophyllia_ferox",0.1564
"Agaricia_humilis","Scolymia_lacera",0.0407
"Agaricia_tenuifolia","Agaricia_undata",0.5324
"Agaricia_tenuifolia","Madracis_senaria",0.6013
"Agaricia_tenuifolia","Micromussa_multipunctata",0.5782
"Agaricia_tenuifolia","Mycetophyllia_ferox",0.1286
"Agaricia_tenuifolia","Scolymia_lacera",0.0327
"Agaricia_undata","Madracis_senaria",0.3474
"Agaricia_undata","Micromussa_multipunctata",0.3261
"Agaricia_undata","Mycetophyllia_ferox",0.0495
"Agaricia_undata","Scolymia_lacera",0.0118
"Madracis_senaria","Micromussa_multipunctata",0.2675
"Madracis_senaria","Mycetophyllia_ferox",0.0378
"Madracis_senaria","Scolymia_lacera",0.0089
"Micromussa_multipunctata","Mycetophyllia_ferox",0.0415
"Micromussa_multipunctata","Scolymia_lacera",0.0098
"Mycetophyllia_ferox","Scolymia_lacera",0.0842
