year,Porites_astreoides,Meandrina_meandrites,Agaricia_agaricites,Siderastrea_siderea,Porites_porites,Madracis_mirabilis,Madracis_decactis,Colpophyllia_natans,Dichocoenia_stokesii,Porites_furcata,Agaricia_humilis,Orbicella_faveolata,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand,event
0.0,3.506666666666667,2.2255555555555557,7.706666666666667,2.1611111111111114,1.7455555555555553,0.8211111111111111,0.4544444444444445,0.2677777777777778,0.0,0.0,0.0,0.0,0.5700000000000001,47.04,12.075555555555557,6.377777777777778,0.7533333333333334,0.0,2.5833333333333335,initial_count
0.1,3.506666666666667,2.2255555555555557,7.706666666666667,2.1611111111111114,0.4255555555555556,0.7811111111111111,0.4544444444444445,0.2677777777777778,0.0,0.0,0.0,0.0,0.4477777777777778,36.97666666666667,12.046666666666667,5.701111111111111,0.5344444444444444,0.0,2.5833333333333335,cyclone
0.5,4.288888888888889,2.218888888888889,8.432222222222222,2.1999999999999997,0.74,2.247777777777778,1.1033333333333333,0.2822222222222222,0.0,0.0,0.0,0.0,0.6799999999999999,49.772222222222226,7.252222222222223,6.636666666666667,0.7322222222222222,0.0,1.6622222222222223,end_season
0.6,4.288888888888889,2.218888888888889,8.432222222222222,2.1999999999999997,0.74,2.247777777777778,1.1033333333333333,0.2822222222222222,0.0,0.0,0.0,0.0,0.6111111111111112,41.410000000000004,7.066666666666667,6.1755555555555555,0.6566666666666667,0.0,1.6622222222222223,cyclone
0.7,3.3000000000000003,1.7011111111111112,5.242222222222223,1.018888888888889,0.6777777777777777,2.1533333333333333,0.9377777777777778,0.2833333333333333,0.0,0.0,0.0,0.0,0.6111111111111112,41.410000000000004,6.782222222222223,6.1755555555555555,0.6566666666666667,0.0,1.6622222222222223,bleaching
1.0,2.94,1.5133333333333334,4.778888888888889,1.0022222222222221,0.8544444444444445,2.8622222222222224,1.5,0.27999999999999997,0.0,0.0,0.0,0.0,1.4177777777777778,53.92777777777778,3.1055555555555556,7.674444444444445,1.0888888888888888,0.0,2.1366666666666667,end_season
1.1,4.055555555555555,1.9422222222222223,7.685555555555555,2.16,0.8677777777777778,2.9611111111111112,1.6266666666666665,0.27999999999999997,0.0,0.0,0.0,0.0,1.1966666666666668,43.464444444444446,3.0644444444444443,7.122222222222223,0.9222222222222222,0.0,2.1366666666666667,cyclone
1.5,3.4388888888888887,1.4455555555555555,6.2622222222222215,1.4777777777777779,1.0,3.7477777777777774,2.0244444444444443,0.18333333333333332,0.0,0.0,0.0,0.0,2.7244444444444444,53.464444444444446,1.1633333333333333,9.494444444444444,1.3366666666666667,0.0,2.6044444444444443,end_season
1.6,3.4388888888888887,1.4455555555555555,6.2622222222222215,1.4777777777777779,1.0,3.7477777777777774,2.0244444444444443,0.18333333333333332,0.0,0.0,0.0,0.0,2.29,43.59222222222222,1.1388888888888888,8.828888888888889,1.2044444444444444,0.0,2.6044444444444443,cyclone
1.7000000000000002,2.986666666666667,1.2511111111111113,4.352222222222222,1.5,0.7966666666666667,3.051111111111111,1.6844444444444444,0.18333333333333332,0.0,0.0,0.0,0.0,2.29,43.59222222222222,1.0977777777777777,8.828888888888889,1.2044444444444444,0.0,2.6044444444444443,bleaching
2.0,1.7955555555555553,0.62,2.5844444444444443,0.7100000000000001,0.7044444444444444,3.1166666666666667,1.6411111111111112,0.01888888888888889,0.0,0.0,0.0,0.0,4.441111111111111,55.730000000000004,0.6111111111111112,11.83222222222222,1.648888888888889,0.0,1.7888888888888888,end_season
