year,Porites_astreoides,Meandrina_meandrites,Agaricia_agaricites,Siderastrea_siderea,Porites_porites,Madracis_mirabilis,Madracis_decactis,Colpophyllia_natans,Dichocoenia_stokesii,Porites_furcata,Agaricia_humilis,Orbicella_faveolata,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand,event
0.0,3.2344444444444447,2.1255555555555556,8.026666666666667,1.9833333333333334,1.8066666666666669,0.8044444444444444,0.45333333333333337,0.5411111111111111,0.0,0.0,0.0,0.0,0.6211111111111111,47.102222222222224,11.792222222222222,6.417777777777777,0.7633333333333333,0.0,2.4955555555555557,initial_count
0.1,3.2344444444444447,2.1255555555555556,8.026666666666667,1.9833333333333334,0.5533333333333333,0.8044444444444444,0.45333333333333337,0.5411111111111111,0.0,0.0,0.0,0.0,0.4511111111111111,37.07333333333334,11.715555555555556,5.74,0.7000000000000001,0.0,2.4955555555555557,cyclone
0.25,3.231111111111111,2.06,8.093333333333334,2.002222222222222,0.5644444444444444,0.8022222222222222,0.5222222222222221,0.5566666666666666,0.0,0.0,0.0,0.0,0.7722222222222223,47.45444444444444,10.613333333333333,6.833333333333333,0.9777777777777777,0.0,1.778888888888889,end_season
0.35,3.231111111111111,2.06,8.093333333333334,2.002222222222222,0.13444444444444445,0.8022222222222222,0.5222222222222221,0.5566666666666666,0.0,0.0,0.0,0.0,0.6188888888888888,37.522222222222226,10.504444444444443,6.152222222222222,0.8666666666666666,0.0,1.778888888888889,cyclone
0.5,3.827777777777778,1.9877777777777779,8.542222222222222,1.9788888888888891,0.24,2.17,1.2666666666666666,0.5677777777777778,0.0,0.0,0.013333333333333334,0.0,0.9166666666666666,49.004444444444445,7.782222222222222,7.045555555555555,0.9199999999999999,0.0,1.6500000000000001,end_season
0.6,3.827777777777778,1.9877777777777779,8.542222222222222,1.9788888888888891,0.24,2.17,1.2666666666666666,0.5677777777777778,0.0,0.0,0.013333333333333334,0.0,0.8533333333333334,39.589999999999996,7.61,6.682222222222222,0.77,0.0,1.6500000000000001,cyclone
0.7,2.968888888888889,1.6355555555555557,6.767777777777778,2.0155555555555553,0.15,1.791111111111111,1.048888888888889,0.5677777777777778,0.0,0.0,0.013333333333333334,0.0,0.8533333333333334,39.589999999999996,7.332222222222222,6.682222222222222,0.77,0.0,1.6500000000000001,bleaching
0.75,3.09,1.5466666666666666,6.906666666666666,1.9744444444444442,0.3088888888888889,3.2233333333333336,2.008888888888889,0.5455555555555556,0.0,0.0,0.023333333333333334,0.0,1.3455555555555556,49.95111111111111,5.262222222222222,7.6866666666666665,0.9277777777777777,0.0,1.6733333333333333,end_season
0.85,3.09,1.5466666666666666,6.906666666666666,1.9744444444444442,0.3088888888888889,3.2233333333333336,2.008888888888889,0.5455555555555556,0.0,0.0,0.023333333333333334,0.0,1.1122222222222222,41.41666666666667,5.1499999999999995,7.116666666666667,0.7944444444444445,0.0,1.6733333333333333,cyclone
0.95,2.3933333333333335,0.8888888888888888,5.002222222222223,1.9544444444444444,0.23333333333333336,2.3077777777777775,1.3744444444444444,0.22555555555555554,0.0,0.0,0.022222222222222223,0.0,1.1122222222222222,41.41666666666667,5.1499999999999995,7.116666666666667,0.7944444444444445,0.0,1.6733333333333333,bleaching
1.0,1.9777777777777776,0.8155555555555555,4.771111111111112,1.8277777777777777,0.30333333333333334,2.8277777777777775,2.1144444444444446,0.2011111111111111,0.0,0.0,0.015555555555555557,0.0,2.0366666666666666,51.961111111111116,3.5922222222222224,8.58,1.2444444444444445,0.0,2.1333333333333333,end_season
